Legajo,investigacion,desde,hasta,dedicación
16154109,898371,1999-04-27,2023-12-29,29
86434510,103557,2020-07-14,2021-12-19,9
18991973,454339,1993-12-14,2011-07-02,40
93843369,786352,1982-02-08,2003-04-15,35
9236962,476811,1981-09-12,2010-12-08,26
56414685,550252,2021-04-02,2022-11-25,34
76171370,969463,2013-09-16,2022-09-12,27
96070848,267437,1990-06-30,2016-02-22,13
80251899,853768,1995-09-01,2018-01-02,26
35133498,818943,1987-05-06,2007-04-02,25
33707655,715953,1973-05-29,2002-09-06,1
49378422,541876,1978-10-22,1981-01-29,32
20959832,576886,2011-10-07,2022-04-07,37
83285698,420615,2014-11-20,2023-12-24,30
51113073,455175,1982-03-22,2004-10-12,28
8873289,151372,2001-05-10,2006-11-11,16
64306961,444319,1983-04-10,2004-07-26,37
59157652,981242,1978-05-25,2004-07-25,29
86758988,207962,1976-11-22,2000-08-15,7
71536089,38275,1979-09-30,2020-06-11,10
92607824,628159,1995-01-31,2022-03-02,14
53620712,689480,2012-12-12,2020-04-01,1
20283638,22789,2003-03-03,2003-10-14,13
8373308,668253,1980-01-06,2004-01-05,9
95314828,832848,2003-07-09,2012-08-10,15
68490150,353816,1982-08-08,2009-10-01,14
76978977,462315,1988-01-05,2008-06-10,33
76506453,816781,1975-11-21,1990-08-06,28
34006229,219617,1976-02-01,2021-10-13,29
28432543,895306,2024-01-03,2024-03-23,14
63465526,193269,2018-09-18,2019-06-13,20
57911347,193442,2007-02-05,2012-04-21,22
81674653,356034,1978-12-15,1989-07-09,19
31447117,449967,1999-05-20,2016-12-30,8
14824146,891447,2021-08-09,2022-12-27,27
90480743,190775,2011-08-06,2015-08-01,31
72428652,41986,1974-01-04,2007-06-01,2
26108260,474323,2000-01-19,2024-01-11,13
1827000,507621,2000-08-04,2002-08-30,39
88560983,905167,2015-09-20,2020-05-29,40
84427926,19520,1992-03-30,2006-06-04,24
70999976,87031,1979-01-05,2023-05-04,12
54513664,226971,1972-02-07,1980-08-06,23
81241010,758279,2008-12-14,2014-03-03,21
38585291,330181,2023-09-23,2024-03-22,38
35784653,479042,2007-04-01,2013-01-19,20
91306129,693662,1973-07-21,1979-05-15,30
79162772,760925,2015-06-20,2020-08-25,13
23005338,755034,2024-05-23,2024-06-11,24
23019417,962028,2016-05-25,2023-06-27,6
65380351,6481,2016-08-28,2021-02-27,15
770015,37023,2003-08-11,2007-04-17,28
21429035,966003,2000-09-05,2007-03-20,5
91634843,177665,1975-07-06,2012-04-28,37
14824146,17377,1980-11-14,1981-05-04,26
14174522,292702,2008-12-06,2009-06-06,14
38477163,492731,2011-07-26,2024-01-05,21
60155367,786609,1991-03-31,2004-07-11,12
23220249,660789,2003-01-03,2010-10-24,15
17171859,606008,1997-02-03,2020-03-23,24
40326125,654380,2010-11-30,2016-09-05,13
22731950,706283,2017-01-03,2022-10-23,24
87156374,844337,1970-07-19,2024-04-18,1
11663095,189307,1985-08-07,2003-01-19,30
38774581,797933,1989-11-08,2007-12-23,31
62075225,45943,1971-06-04,1989-07-09,16
57723143,136030,1970-10-30,1999-09-03,21
68899939,917517,1976-11-18,1998-02-06,26
38864794,265128,1972-10-14,1988-08-04,14
96442204,317521,2014-11-28,2023-09-28,36
18594897,171463,2010-04-25,2022-03-31,16
42695064,576086,1975-04-12,1987-02-08,34
56454636,45593,2019-08-21,2020-06-08,5
51265790,226972,1982-09-25,2020-02-29,27
51957649,874763,2017-02-14,2022-03-01,35
49591833,959990,2018-08-01,2022-06-26,20
66057096,56244,1998-08-29,2017-05-02,4
31150563,384096,2018-07-06,2023-08-11,13
11482516,595498,1996-02-04,2020-06-11,25
62556878,953266,2012-02-24,2016-06-20,9
13975754,961488,1993-09-30,1995-10-09,24
58046479,16549,1994-05-22,2007-06-12,12
21590549,977190,1973-03-13,2016-12-08,29
92227478,126102,1995-04-02,2006-07-06,36
28339181,311052,2015-10-19,2023-10-28,23
25891786,279610,1987-03-02,2015-03-11,19
81860396,870191,1979-04-06,1992-09-08,23
59784786,387962,1992-11-21,2015-11-17,12
23298832,748172,2009-06-14,2022-09-24,16
42888737,678932,1987-05-01,2022-05-28,29
94954814,710122,2002-11-09,2010-11-09,40
23925513,240068,1971-01-01,2009-12-30,34
63901536,140899,1987-02-24,2002-02-10,31
63106432,925615,1984-08-12,1997-09-12,26
32651176,261361,2021-12-12,2022-06-10,29
76287391,45281,2017-06-07,2024-06-14,28
38012503,688254,1995-08-20,2022-03-11,33
17744961,511484,1984-09-17,1999-02-25,2
19880084,56101,2012-07-04,2017-09-26,21
28479466,655299,2010-05-09,2015-01-15,12
43654276,936693,1997-08-17,1999-08-23,26
35840753,283632,1989-04-07,2021-06-01,38
34618887,12036,2011-11-06,2018-10-06,31
88582429,148426,1991-04-25,2016-06-24,38
20142825,863455,2018-02-17,2019-04-03,5
97502288,542503,2024-05-24,2024-06-01,19
25044939,445173,1992-01-31,2010-01-08,19
66953782,598861,1982-01-07,2012-04-06,28
41779895,355067,1975-02-18,2022-12-22,30
63546886,963280,1983-08-04,2012-11-04,34
27109906,25887,2014-05-10,2021-03-20,12
17503022,481730,2019-11-04,2020-03-18,34
75908733,933177,2023-01-18,2023-07-04,12
21220275,634816,2009-12-24,2017-03-08,15
60618292,70807,1997-02-19,2009-03-19,25
5073225,766731,1979-02-28,1980-01-18,37
86925268,778165,1978-04-18,1999-01-09,6
24485852,110026,1981-11-22,1997-08-27,23
5033954,236435,2015-04-18,2015-05-03,34
18477172,848180,2019-07-13,2024-05-17,23
42204913,197620,1992-12-14,2000-01-16,4
53252022,966143,2002-05-31,2017-01-07,24
4868710,56395,1992-11-23,2006-09-02,21
12568340,740040,1993-06-14,2007-08-31,30
26539488,867144,2018-08-02,2023-07-01,19
70021927,381986,2016-09-28,2020-11-19,23
72594172,370498,1988-01-22,2002-11-04,33
66616294,84767,1998-06-14,2002-04-01,40
65802406,113042,2015-06-11,2017-05-20,9
60796898,246193,1998-08-12,2005-04-12,2
50884591,824064,1989-08-17,2005-07-28,19
80408595,361369,2014-11-07,2021-08-13,16
9534921,490016,1983-07-24,1987-05-16,25
2276207,837603,1989-11-19,1990-01-04,17
9459840,882200,2005-07-19,2012-01-05,40
42497456,189135,1993-05-17,2006-07-15,3
81859206,92456,2000-09-13,2020-05-14,3
19511749,628557,2006-06-10,2014-07-27,26
53407171,916887,2015-10-02,2020-01-03,38
71580334,96494,2022-07-17,2023-07-31,36
65489203,221830,2023-08-20,2024-01-28,10
26110457,766466,1987-05-28,1997-07-07,21
80058616,763166,2011-07-01,2012-02-14,17
11925252,545421,2002-05-30,2014-12-22,10
10011651,922953,1996-07-18,2008-02-03,16
95300496,477639,2016-03-21,2021-08-21,32
88588513,310154,1990-07-12,2017-05-08,8
98664005,591885,1980-09-23,1982-07-11,28
48929067,814859,2012-04-18,2020-11-25,17
33497131,128568,2002-02-18,2022-10-15,12
49555791,155119,1977-12-21,2010-11-13,26
27645331,865509,1986-09-22,1993-11-28,29
98071226,432666,1992-10-20,2017-01-22,9
48155111,38395,1998-08-08,2023-04-16,29
62185052,353288,1987-08-10,2015-01-11,23
26379294,252229,1988-07-03,1992-08-23,19
59076252,95451,2011-01-10,2011-09-09,38
78604898,519239,1974-12-09,1981-12-19,8
98766023,930772,2011-10-08,2023-11-25,24
66297203,215951,2017-03-22,2017-07-01,6
95888614,502896,1988-01-16,1994-03-03,3
60122797,502347,2013-03-12,2015-08-23,13
34207546,514948,2018-08-24,2023-01-25,30
80629545,76018,1977-12-25,1986-06-04,12
34640449,677112,2022-03-02,2023-02-20,27
95785656,475915,2017-01-26,2017-03-06,21
85629699,776967,1989-04-07,2016-03-24,25
25113073,25326,1989-12-23,2019-04-25,19
95165434,766759,1988-03-27,1994-11-23,5
99168203,704916,2007-08-17,2011-12-27,40
999117,131516,1988-04-27,2001-09-22,5
50548034,996529,2013-12-12,2016-07-19,21
2202434,247731,1984-12-14,2019-06-24,31
13727519,708380,2011-05-03,2015-08-09,12
52317998,481063,1972-08-14,1996-05-12,3
79200058,66115,1984-02-13,2018-08-22,13
24550611,541876,1984-01-07,2015-01-25,28
484791,606152,2005-06-26,2019-11-11,7
76088365,861262,2013-02-28,2022-10-30,40
12239723,221119,1972-03-31,1999-04-24,10
69757817,983064,1988-08-07,2000-02-03,28
30867137,931182,2012-05-09,2019-09-20,25
73758046,998665,2023-05-23,2024-05-23,29
33679515,923938,1992-07-05,2022-08-17,9
59578271,419761,1988-04-21,1991-03-13,9
67570508,922572,2022-02-05,2024-04-19,4
81521140,247092,1994-03-14,2008-08-31,31
59767111,316293,1989-04-10,2012-06-23,6
12130740,410624,2020-08-20,2024-01-04,1
54679838,469148,1992-01-25,2007-12-01,10
62730635,673100,2017-06-13,2017-09-28,4
8911213,827828,2023-01-23,2023-06-25,38
90681710,747409,2001-10-17,2016-04-01,37
52219462,28980,1993-05-12,2007-04-11,32
45205592,269268,1976-12-15,2010-11-26,5
34472692,281046,2004-11-11,2016-01-05,29
81173668,425445,1989-11-14,2004-05-28,19
78042263,149193,1997-04-30,2010-11-24,25
98376431,495564,1993-02-19,2022-11-03,7
70701616,241041,2016-05-17,2023-07-15,3
27446120,77872,1988-03-26,2003-06-20,15
63941973,210732,1982-08-25,2000-07-02,21
53337133,668805,1979-04-26,1998-11-07,34
32522861,7133,2021-09-29,2022-10-12,39
43863389,515793,1972-06-25,1986-05-30,22
761609,702936,2000-02-17,2005-07-29,26
2033082,750788,1994-11-22,1997-08-14,34
8169934,21227,1993-08-27,2005-07-23,26
23772867,892603,2009-07-13,2012-05-22,13
51878763,928369,1973-08-12,1974-02-24,11
16574730,867091,1999-06-25,1999-11-03,27
46968690,731439,2001-12-19,2016-01-23,26
32045719,943928,1974-08-17,2005-09-30,26
95243614,149902,2015-03-22,2019-12-18,32
11458247,181972,1995-05-10,2017-02-17,33
68795784,169082,2002-07-10,2006-07-03,40
71764058,110427,2010-12-04,2013-05-12,21
85828544,549452,2014-04-08,2018-10-27,26
36436184,492268,1984-01-23,2007-09-18,8
67962833,399803,2005-12-05,2010-05-10,33
41469169,748609,2021-06-01,2024-01-25,28
16224369,884041,2017-02-03,2023-08-14,25
30452472,141018,1992-07-03,1996-06-08,19
47994636,804810,2002-08-20,2011-12-01,19
41395035,432832,2009-03-21,2023-04-01,27
46832175,240563,2018-09-06,2024-03-29,16
77375046,300653,1975-09-30,1999-07-31,9
94421708,628230,2023-03-30,2024-02-29,39
63048141,289175,1979-09-07,2010-04-14,30
48276277,294454,1972-05-11,1974-08-06,21
26180922,408595,1988-03-15,2000-10-03,1
8570365,34243,2021-10-23,2023-06-21,13
19479467,47844,1992-10-14,2018-02-26,24
94673419,539758,1999-04-05,2006-11-08,1
97176669,335751,2006-04-05,2006-04-11,35
41568874,328193,1997-05-19,2007-09-29,18
82614985,4545,1983-04-02,2012-05-07,37
53305429,500966,2019-04-15,2020-08-29,16
76954824,30886,1987-07-15,2004-07-09,26
19092131,576234,2013-07-28,2023-11-04,38
2167278,50097,1999-03-20,2019-09-06,32
39302100,14229,2015-02-02,2024-06-28,15
8307004,39544,1990-08-22,2021-08-21,38
65189263,908805,2008-10-25,2021-09-10,25
9296233,963981,1970-01-12,1991-05-15,4
15469659,990280,2020-09-14,2021-06-22,18
5776090,486183,1979-12-28,2005-08-02,15
62739126,829124,1986-02-17,1986-04-12,1
73570958,968672,1984-11-04,1996-03-15,14
47211255,351358,1979-08-10,2019-07-12,9
59343873,377231,1990-02-14,2022-05-16,40
79027840,431881,2000-07-08,2021-11-10,12
68624287,61233,1993-12-01,2019-07-16,27
55452647,372828,1970-05-11,1980-11-23,10
60536506,973010,2002-02-12,2023-03-10,33
58478191,848934,1996-05-02,1999-10-07,22
13874789,178797,2015-08-16,2017-11-03,21
62518595,947263,2022-02-11,2022-10-08,8
57529658,394321,2006-06-11,2008-12-25,6
70546541,719445,1979-10-05,2023-03-07,38
7926635,645464,2011-02-13,2011-04-25,2
53231207,785299,1984-04-30,2014-07-28,20
97006119,581417,1995-02-02,2022-02-25,27
90031766,577589,1983-08-10,2006-04-20,32
31345101,680419,1971-06-19,1989-06-25,10
78051522,475463,2002-12-18,2011-09-27,28
43187871,234676,1987-09-10,2004-07-16,8
55345498,984117,1990-08-21,1997-03-03,30
45407570,475516,2010-08-06,2020-08-31,7
58046234,615522,1978-07-31,1984-11-24,35
13528466,138255,1979-01-24,2024-04-06,16
86300157,946432,1999-08-28,2014-09-25,11
4561520,19364,1971-04-08,2001-03-24,33
27246077,475645,2009-11-12,2022-01-20,3
10764705,710776,1976-02-02,1977-03-20,4
2559439,921992,2007-05-17,2018-12-20,33
32934500,634111,2005-06-27,2012-09-19,17
2303522,756156,2003-07-02,2008-07-17,26
42159342,839938,1987-05-08,2018-09-01,28
22484153,219405,1997-04-29,2022-05-24,40
14104121,288324,1983-01-11,1987-07-14,26
92636103,981242,1991-12-11,2012-03-16,5
199121,983248,2022-01-22,2024-03-29,26
55088514,18817,2014-11-02,2023-05-09,35
88947485,713343,1991-05-09,1995-02-19,26
65882796,350870,1982-06-05,2006-01-01,14
56212863,51549,1993-09-08,1997-11-16,28
31162757,830592,1975-03-20,2003-11-10,12
73347694,123206,2017-01-30,2018-04-30,34
67334382,13264,1986-05-31,2024-03-23,38
54391835,666829,1994-08-18,2015-11-24,20
76537531,797744,2013-08-25,2018-06-16,32
39764142,741655,1993-08-27,2019-01-17,10
47499465,586873,2018-11-06,2020-04-10,8
15236494,994151,1979-09-08,2006-08-29,9
1152281,476657,2014-04-05,2016-04-13,4
76054096,380533,2017-12-03,2021-07-18,26
4522150,716371,2019-11-11,2020-02-03,14
53643735,864474,2015-06-06,2022-08-29,17
10864939,519066,2000-09-08,2011-07-24,16
89879524,812603,1991-08-24,1992-03-10,5
26043379,484010,1970-07-31,1971-05-19,40
23894350,201396,2017-11-05,2022-09-21,12
34393785,556142,1970-08-24,2000-09-27,40
64519163,680528,1996-08-15,2022-06-14,15
33099585,893681,1987-01-29,2002-05-17,12
75416491,864820,2007-03-07,2013-08-06,26
29845418,772707,1971-10-12,1986-01-12,14
17938127,473778,2005-04-09,2017-11-03,17
86698428,904325,1980-04-15,2014-03-11,3
6724698,343304,1980-08-17,1996-08-15,9
36036770,5722,2017-06-28,2023-06-10,30
76461871,953266,1992-01-22,2020-11-18,16
76515746,769571,2022-08-23,2023-03-14,18
99419453,829188,2012-06-21,2021-07-15,25
68108990,145233,1983-01-17,2001-05-26,35
58128689,68673,2016-11-24,2020-09-05,2
89151177,192819,2012-10-29,2023-11-23,18
2099544,907057,1984-09-26,2007-04-23,15
17432162,121950,1980-03-08,1995-03-24,33
87776888,805098,1996-12-11,2001-12-02,4
97315621,636759,2018-06-19,2024-07-04,14
12122417,109961,1980-07-25,1993-01-05,35
3122907,972412,1979-12-05,2003-12-06,19
91643291,446648,1970-12-31,1997-08-05,23
12698150,924045,1989-01-15,1998-08-21,7
84539261,754613,2017-08-29,2020-05-03,34
11712038,640573,2006-12-22,2024-04-24,30
76016001,168651,1973-05-26,2013-03-20,19
42065491,638546,1991-12-13,2012-07-22,35
6661885,244842,1984-12-11,2018-07-30,38
58471600,865054,1982-05-06,1993-05-19,1
75021484,347312,2022-12-16,2023-01-30,35
49040394,570345,2019-05-03,2022-11-29,18
99645355,880307,1977-05-09,2013-06-06,28
5869738,623529,1998-01-17,2024-01-12,33
9414654,149041,2003-01-07,2004-11-06,21
83476221,283373,2005-07-18,2019-10-13,25
98631635,649967,1972-11-30,1983-02-25,38
67308859,656121,1999-08-12,2013-10-04,3
13282956,973974,2019-06-12,2019-10-07,5
59132950,46368,1999-04-20,1999-05-15,37
46886878,281053,1987-09-11,1996-12-20,5
14787261,567328,1999-04-17,2005-09-11,16
91783916,187467,2018-08-31,2021-07-25,2
52786594,848467,2012-03-09,2021-01-09,23
26180922,648276,2020-01-16,2024-06-28,1
95454161,632377,1986-07-22,2003-02-21,24
53829625,623061,1993-02-06,1997-01-08,15
51297230,212124,1978-09-06,2022-12-08,12
66291689,551940,2021-12-26,2023-02-08,22
39137190,161655,2015-12-04,2019-07-23,8
25019194,684471,2002-08-08,2019-01-06,20
48753438,291375,2013-09-26,2021-01-04,10
9221760,269095,1979-04-14,1992-08-13,8
72313069,288181,2021-08-05,2024-06-03,1
51909492,754347,2002-11-14,2005-12-25,19
5967604,398435,2022-07-11,2023-03-20,5
36499086,413096,1987-08-04,2007-09-12,39
34421642,830994,2005-02-13,2023-05-04,21
56347548,842957,1973-10-13,2002-06-26,35
82035579,851851,2018-06-25,2024-03-12,4
32206804,961488,1992-06-06,2001-08-10,30
6107331,57832,1971-02-20,2012-01-07,9
48401123,370536,1997-01-29,2000-09-07,3
10453227,423079,1997-11-16,2020-05-21,5
33774470,830994,1979-12-14,2003-12-02,20
23587060,895910,2022-12-09,2023-06-12,32
92514341,881681,1977-06-15,1988-02-16,29
24034154,58838,2002-06-04,2013-02-18,5
14742159,675354,1973-03-24,2009-07-19,36
47064794,372504,2019-01-30,2019-04-23,24
67262748,252868,2016-04-19,2017-10-27,5
84388187,472474,1973-05-05,2011-09-02,20
2687750,68359,2000-05-28,2017-11-24,40
32421990,871817,1976-01-30,2012-11-26,14
18110150,39633,1978-07-21,2016-06-13,1
75634932,176836,1995-06-22,2009-04-15,4
30055618,809184,2016-05-22,2018-03-26,34
52571549,12636,2013-03-13,2014-09-09,31
27611045,302116,1978-11-29,1979-05-19,18
95069874,395152,2017-10-04,2022-04-27,17
32995223,507621,1989-03-05,2000-01-10,7
81272764,290157,1972-08-26,2004-11-07,4
23517464,277695,1983-06-15,2005-07-13,36
54536488,501972,2005-11-01,2008-04-17,14
30100943,646107,2015-06-17,2019-06-16,21
41357258,86729,1988-07-21,2024-04-07,11
98959116,785806,1979-05-14,2008-07-18,33
96975364,645659,2001-06-05,2007-11-25,22
51217862,372336,1996-09-11,1999-03-26,17
67171640,246172,2010-01-19,2023-07-05,38
83020959,719755,2017-10-11,2021-02-16,40
64913660,422080,2014-05-10,2015-11-19,23
32651176,910168,1972-01-18,2014-02-03,26
62388124,529788,1996-10-12,2003-05-09,15
18927968,281775,1978-06-20,2016-09-01,5
60690049,532736,1985-02-23,2003-08-27,37
64261967,223611,1988-10-16,1992-05-25,11
80020106,527393,1991-12-09,2004-08-22,24
73726804,895161,2020-07-08,2024-01-13,29
79160777,311274,2012-10-24,2017-10-08,3
71730831,955868,1985-08-18,2000-08-30,33
63162102,500149,2023-03-23,2024-01-06,1
36268700,42508,1976-04-26,2011-11-09,36
43939120,505430,1979-03-14,1993-10-31,34
83841689,594862,2021-01-25,2023-02-06,3
19289387,147874,2000-08-29,2011-10-19,7
30042672,772266,1991-03-18,2015-03-04,32
85171716,790713,2007-04-23,2008-06-17,39
77752386,380142,2024-03-10,2024-03-31,34
81113750,788324,2010-09-28,2015-11-12,29
98551584,180801,2003-12-02,2023-02-28,5
82373637,54048,2020-01-06,2022-07-04,5
34518630,622839,2002-05-03,2007-09-06,38
98488167,770029,1970-10-26,2020-12-13,2
8676946,812561,2011-04-20,2013-12-27,21
304715,247719,2023-01-18,2023-10-23,12
86743244,896112,2023-07-25,2023-08-31,37
11349683,568110,2011-03-01,2012-12-20,38
93222086,811683,1984-06-06,1985-02-18,32
10287165,246086,1987-11-14,1999-04-13,32
46839813,348733,2014-06-06,2017-04-26,5
99891733,359814,2013-12-10,2024-04-27,21
28025085,459118,1979-02-16,1996-05-01,16
30746301,804299,2020-07-15,2020-10-06,18
83483895,298346,2019-09-17,2020-01-14,1
87872708,831403,1971-02-08,2000-01-25,1
20650444,854216,1974-06-21,2017-12-19,39
2673075,204413,2018-05-19,2022-01-31,37
28318010,10304,1986-10-23,1988-05-20,17
31286607,107595,1988-05-15,1993-04-19,25
34918227,364562,1993-10-30,1997-06-11,27
77025051,42297,1993-12-21,2021-02-20,21
48447584,729592,1985-04-18,1994-09-15,24
6700529,338777,2017-10-28,2019-02-09,33
69291650,434664,1976-04-16,1979-05-28,4
6239330,476000,1986-04-22,2015-10-27,30
37171982,301039,2023-01-09,2023-08-04,25
84532229,370013,1994-09-13,2020-11-15,22
49514186,1680,2001-07-04,2019-03-25,27
350190,382055,1978-11-11,2015-05-06,18
86433573,18031,2011-10-12,2013-01-25,36
51957649,338677,2006-04-14,2021-02-21,28
67133912,420029,1984-02-04,1992-05-10,24
98007697,135017,1983-04-01,2012-11-11,32
35892566,120794,2020-10-13,2022-01-08,15
69073027,272762,1974-08-09,1978-07-09,19
43915031,179246,1991-12-08,2014-02-21,8
86780833,809095,1975-03-04,1992-09-13,20
36016253,849977,1973-09-29,1985-01-14,40
88246609,679844,1989-06-28,1993-04-20,13
88876527,432387,1993-06-29,2007-05-12,16
88793102,509900,2007-04-03,2019-09-19,28
48334732,440571,1981-04-30,1988-11-13,22
46286391,364305,2010-07-31,2019-09-11,10
9923793,431176,2009-07-21,2023-01-10,11
45384630,967861,2005-12-19,2017-03-13,13
22585023,665089,1999-07-06,2017-02-26,24
98832748,883031,2010-12-22,2018-09-08,4
50018089,413139,1972-12-29,1975-07-22,16
23500529,205063,1985-03-07,1996-05-22,22
55717118,874278,1992-09-03,2007-05-26,1
48028792,308089,1978-10-02,1988-06-17,13
1138530,597735,2018-09-22,2023-02-14,28
90674797,736227,1971-01-05,1987-07-29,27
37038911,229389,1994-03-02,2009-02-08,36
68612368,77882,1999-10-01,2021-10-10,16
3220177,18285,1971-12-21,1983-08-29,35
74342720,627577,1995-06-20,2005-01-15,32
29324908,596445,1976-12-13,1991-11-11,23
11168582,225966,2007-05-06,2009-01-16,32
38277382,575631,1988-08-20,2002-05-24,34
33277749,728370,1997-07-31,2006-03-11,23
84741244,852284,1978-02-21,2022-06-04,21
19003617,489152,2021-05-23,2022-04-05,3
36788966,301728,2014-06-10,2015-05-12,9
33842396,761162,1985-01-20,1992-11-30,16
21462937,570685,2013-12-07,2014-08-26,14
90184134,966858,1970-10-25,2002-11-08,30
95381213,439841,2009-07-12,2014-01-15,8
67074411,245710,1989-10-12,2005-01-28,1
78274526,725945,2014-01-26,2015-05-21,18
23621195,586776,2020-10-31,2023-12-22,7
78562314,890653,1991-04-09,1998-01-21,12
66554451,434955,1979-01-16,1985-12-14,37
25908390,804709,1997-11-25,2003-12-29,21
79972346,610043,1983-11-21,1988-10-28,22
35568302,449342,1999-09-26,2008-03-25,4
39610497,419951,2014-09-20,2024-02-13,18
25659511,965950,1974-12-26,2021-08-06,8
85462537,67940,1982-12-24,2012-08-01,15
75630579,16799,1979-08-21,2006-10-04,35
36485741,283769,1970-10-01,2011-08-28,35
19428387,124092,1976-06-13,1993-06-17,1
95069306,919225,2005-06-19,2022-03-21,22
72695082,276003,1980-02-17,2017-07-29,9
60224263,76901,1980-04-29,2003-03-13,4
93556118,542468,2009-06-03,2009-10-23,5
65468895,136697,1985-05-06,2023-12-23,15
93891749,110079,2020-04-07,2020-04-20,8
47036587,851755,2007-05-26,2015-05-17,2
88865964,988434,2004-03-07,2017-11-04,34
17503022,557371,1982-10-31,2016-02-20,22
68566617,208176,1985-01-25,1991-12-30,5
97771504,48382,2010-09-06,2016-10-01,24
50953584,75463,2008-01-12,2009-03-15,17
22801583,472301,1976-11-02,2001-06-05,16
63714299,440720,1973-07-30,2007-09-21,28
23999775,943692,2005-04-28,2007-09-23,18
18313648,143483,1991-07-05,1993-01-10,5
27838856,684179,1998-03-21,2010-09-10,25
59619109,798513,2000-06-22,2023-07-11,14
24571515,285216,2012-01-04,2019-04-13,1
38436641,872273,2003-10-05,2013-07-09,13
47822030,513061,1981-12-09,1991-12-11,23
27018916,225931,2006-07-11,2006-12-07,22
71002120,464215,1976-07-31,1981-08-14,34
42065491,202571,1978-05-10,2011-09-23,40
16276277,772457,1997-02-05,2023-04-18,21
36915679,394747,2002-01-01,2008-01-28,15
35477372,81345,2014-01-25,2017-03-07,12
58174920,811863,1993-08-15,2003-05-19,35
50224955,383448,2009-05-22,2021-06-12,32
44448,388818,2004-03-31,2005-04-01,28
58019540,365439,1976-08-05,2014-03-02,7
64483384,434323,1975-06-03,1985-08-03,4
92112589,933603,1983-11-06,2000-06-10,8
82317498,3033,2023-04-26,2024-06-09,9
86625598,305141,2016-01-05,2023-05-05,16
51484320,800411,1975-09-29,2016-03-22,3
35206726,308774,1974-08-31,2004-07-24,30
86232748,565879,2015-05-20,2018-02-05,23
16932186,459193,1975-04-17,2020-08-20,26
56072011,714157,1981-02-01,1990-01-11,16
73066997,176370,1976-01-24,1987-12-15,1
36791419,92252,2020-02-02,2020-12-05,33
13498642,230768,2018-03-29,2019-10-15,31
56730867,436039,1977-10-19,2002-01-07,10
63148122,185145,1972-08-08,1997-09-08,16
21588828,269184,2007-10-06,2008-11-15,17
9339672,328375,2007-12-16,2022-05-31,5
74891450,836927,2016-03-10,2021-01-15,33
19485010,88316,2005-05-12,2007-04-11,40
11295168,444218,1992-12-10,2002-08-25,25
27801458,662196,1996-04-27,1997-07-11,18
5490508,487030,1984-12-25,2013-09-22,33
57614503,218879,1998-09-14,2016-09-24,20
84389896,284932,2020-01-27,2022-03-13,28
56597309,71043,2020-01-21,2023-01-04,24
70744265,170691,2012-09-16,2023-04-07,10
51865220,658740,2012-01-31,2021-02-15,40
45459583,252868,1997-03-09,2012-01-24,21
50004338,393103,1995-09-17,2006-01-19,31
14535234,65607,2013-06-05,2014-11-25,18
96818911,409641,2016-02-21,2018-11-10,15
96111043,698244,2005-04-08,2013-02-17,17
22948736,294756,2021-09-28,2023-01-14,10
36813249,103459,1997-10-10,2016-10-25,5
70736175,79553,1984-11-12,1988-06-04,14
62657248,615713,1992-08-15,2007-05-20,8
16247550,292980,1997-08-27,2021-07-24,30
47796674,714913,1987-05-29,2009-01-20,23
87127054,716825,1976-09-09,2017-04-24,26
12190559,133569,2021-04-27,2023-02-15,10
42853927,340313,1986-03-20,2016-04-27,35
22165626,235800,1977-01-09,1977-06-06,32
53428527,922572,1976-08-01,2006-12-04,31
53353326,107104,2006-11-08,2008-01-30,18
60317395,532054,1972-01-07,2010-04-02,32
56866752,660165,1984-11-05,2008-01-10,3
6396258,814139,1980-07-19,1993-08-07,21
80162812,994847,2005-03-16,2006-02-27,22
65602848,380533,2003-11-16,2018-02-23,7
66406828,966661,2011-01-30,2015-03-26,28
50937416,904233,2009-02-15,2016-03-25,16
5953684,637756,1983-12-01,2011-05-30,38
14400561,487137,1999-06-18,2010-11-25,32
95069874,395133,1976-04-07,1980-08-24,34
31515773,347673,2007-07-28,2014-11-21,17
27161394,901837,1982-09-12,2001-01-13,39
86300598,630650,1988-06-06,1998-08-11,24
58353435,629780,2005-03-24,2018-05-12,13
32636083,784788,2012-04-28,2016-12-10,30
81354632,562834,1996-11-11,2020-09-28,27
61514547,238781,1979-07-24,1994-07-05,38
72809837,846185,1999-07-05,2017-10-16,39
38875944,55902,1999-09-26,2021-06-19,15
63324154,145386,2013-05-26,2016-04-17,9
50072647,371925,2009-08-27,2018-10-02,3
55020956,502176,2021-04-27,2022-06-27,4
97815195,970794,1992-09-12,2010-09-29,33
74302156,762828,2018-11-17,2019-07-07,34
12308128,259576,1992-02-22,2017-03-14,17
98553632,486988,2004-01-08,2016-03-30,8
48130381,333549,1988-05-02,1990-01-28,27
48410895,803927,2015-05-26,2021-09-04,13
57120155,475463,1977-06-20,1999-04-11,40
11119138,598856,1991-01-07,2016-04-05,19
76140978,124481,1978-07-26,2013-12-31,14
11860461,608081,2016-07-18,2016-10-21,33
96851206,193008,2007-12-16,2018-09-13,34
75479470,702834,1976-12-06,2023-02-13,22
54347148,90263,2004-01-14,2015-11-30,24
50211396,103732,1990-02-09,2019-10-10,25
29756463,452634,1992-01-27,2011-12-21,16
57109506,791965,1990-07-17,1992-12-22,15
33216456,849115,1985-03-28,2001-03-11,24
