investigacion,area_principal,categoria,institucion
668519,provide,agency,244739735819
75122,story,no,6421060730012
113969,another,huge,8769002689016
441811,night,officer,4610649979220
911909,occur,student,6813185817310
312803,grow,soon,9686211583619
374331,over,walk,6591221394174
302372,radio,and,2657910221811
747498,low,five,5761402163563
914305,sing,hospital,263901276865
184488,there,four,579139942834
91578,offer,management,5708947492313
48957,tell,our,1607681602579
739417,shake,peace,3249816574633
480628,sense,recognize,2577093826845
667999,box,wall,6199595991478
225560,despite,behind,7548156287111
758205,represent,both,2700407010188
824736,director,energy,2737058694555
985880,example,guy,3062584500043
204050,town,learn,4914049288462
744255,control,fight,4955822702283
537699,themselves,accept,2306722409932
816350,walk,good,9285749936386
170329,carry,now,9106158088776
894520,now,impact,4696365676026
386897,laugh,board,285207512614
731244,event,hair,5918256815862
531572,real,institution,571800789054
86752,affect,industry,2009933842759
900203,police,security,2663338215041
207400,dinner,Democrat,2953204962612
958528,former,water,3159397600605
816410,assume,understand,276925421287
307180,part,address,5343035779581
316513,particularly,data,2547424367323
834782,adult,indeed,5036166281577
469903,successful,few,8783860855386
95410,happen,hold,9102305311616
976076,check,try,6975875025264
2518,people,she,2653893012953
582306,simple,have,6696846651995
812986,direction,deep,9101779981873
543971,whose,new,5397244517208
68084,class,man,1660184209259
633442,century,politics,7996064562490
975365,it,sort,5342597603545
591675,none,force,1027942103618
230865,structure,different,9457595266911
286547,fund,institution,203953470292
809372,picture,now,2310674980700
442934,us,return,7867072914596
591783,place,leave,4975902944902
628230,natural,mind,7922808869392
723685,green,drive,989133362170
850868,future,usually,7353671606953
762724,machine,general,6653144047464
935344,try,black,8305270650191
828816,wonder,us,8056431400838
948066,word,Congress,9865223993086
270228,lose,pressure,7330220507035
621045,plan,glass,5562244947950
15381,less,father,9444169488384
942976,voice,piece,24112497591
787250,onto,politics,3388759785914
875879,sing,especially,3190266412781
551909,off,pull,8867576977704
249650,attention,story,1686493150637
575446,somebody,fight,7135522281522
886074,real,yard,3996414493729
516785,one,seek,6872967626184
197411,huge,claim,9682137592148
786328,new,series,7412280536308
954582,popular,down,6373916206555
287232,prove,know,7392861525336
757575,course,good,6129370425831
952268,himself,opportunity,4520905686551
315415,look,husband,8565544514183
927568,reality,attention,1156035145915
862430,teacher,garden,8255839747252
178440,thank,seven,3051135138961
313604,make,past,2435698113363
128532,involve,positive,6014026973761
430444,whose,candidate,8800895775835
653847,western,population,4471914233949
555900,skin,interesting,4601208549996
509949,though,history,9456282250780
242805,four,mother,3858714249980
142816,fly,push,7998271002140
416985,raise,beat,5308312720514
424837,drop,simply,4711927874087
822536,buy,least,3241970350450
71977,huge,coach,6668088387221
712288,step,likely,7443188360315
706057,glass,friend,1600672630036
172242,life,may,4081754443936
904415,anything,identify,7915956487626
831486,impact,movement,7660402044592
593940,stage,particularly,2621296815486
384736,up,opportunity,7481874151542
82507,image,account,5987799128283
628570,chance,star,8501749986217
725229,manager,blue,653667883626
814039,determine,blue,558470836326
226261,lead,finish,3620999400113
827828,food,summer,4882459336967
869523,rich,buy,1547764148622
809500,produce,director,341994265548
570542,three,cup,79229450923
674024,difficult,yes,602894395985
463439,opportunity,camera,5985806594379
482966,appear,inside,4193196042471
683749,success,spend,5891710318195
137208,second,high,7799252681527
741893,despite,art,754683446925
567994,now,cell,7925700202122
745120,avoid,tough,2086192941721
369591,bring,that,3618979203005
205594,from,win,5078546438996
927021,short,leader,1802764522278
643474,prepare,appear,7348227888379
793547,account,she,1128695367181
834832,agreement,growth,3092734229922
17298,that,color,627111449725
247355,bad,yourself,7862406355731
131857,decade,other,4906305824863
921789,activity,however,6827211930821
146189,again,whole,6272798198928
44408,require,course,3471599350554
573385,manager,there,6596038695867
27211,not,film,1303950206004
508298,debate,ball,1992009300075
726661,manager,agree,2750865286905
467922,write,change,2986283598517
141295,rich,green,5732070741526
821699,partner,article,7844193114632
705071,usually,prepare,6945717460871
22562,eat,heart,8707364477748
475645,task,tend,4417903408028
106992,thousand,special,8423844508482
441284,throw,low,5638360222046
556040,source,someone,4466025905912
674851,store,high,2391041817385
709070,will,performance,6769116965195
242892,wait,will,8052432067985
87069,process,nature,8947508091719
353960,how,apply,366110394384
37643,more,whatever,9064407229500
408130,back,above,3131803282891
898577,detail,nature,3805287482908
391954,light,top,3016644391702
219005,decision,investment,6535310583898
300009,official,close,6971254421275
734811,build,project,4579334515621
107998,sport,central,97288335230
57015,share,them,1111719440916
101336,deal,bring,1707180765628
388644,next,protect,7890001916400
536291,room,better,977464522105
146474,within,begin,8160790613223
547273,apply,friend,8212313265631
581265,someone,understand,7627094938500
814671,really,field,8091349816997
446579,conference,drive,1366941078091
806188,idea,fill,9266114168585
991852,student,look,7988439823319
222361,upon,section,3842725514336
825742,actually,here,1128455352977
379426,follow,sport,9104793134747
217772,hospital,business,8191159120539
121054,hot,can,7485062667873
536215,full,check,6289001664064
194196,her,method,7553081602550
252565,surface,today,167186105986
320264,material,instead,6289333171838
981721,answer,power,6495235446623
197788,including,beyond,3362438036379
293396,out,put,551440646479
193897,give,wrong,3142960666324
198519,customer,for,8587675041441
843607,affect,put,2141794048550
755047,present,but,7431876343483
59957,ask,Congress,3385331363736
304919,deep,however,8414764337992
796468,realize,system,4672435673077
551940,tree,stage,5210584617644
941215,cause,including,2944466366673
408521,grow,class,6564454594058
120295,involve,whose,2502107316024
19583,meet,very,9922447898236
179265,our,trade,1477058579932
814709,suggest,network,3377694172288
234097,various,pattern,5856578356677
934402,certain,property,9293564497656
893299,lose,choice,7431319886803
493252,pattern,example,616551437373
203761,discussion,edge,453556281203
148179,sure,kid,3693387811701
165676,history,reduce,7090549401336
667425,power,full,4656462571264
981519,security,town,1224981388836
703020,nice,list,982179249413
647053,Democrat,debate,9202363503509
648261,Democrat,pull,1331777933632
121230,response,remain,8939116007508
395501,mouth,line,5637473077059
59646,choice,fly,2790301292734
591297,rate,paper,8703874166516
559496,movie,by,7963496596271
837832,part,song,5794994322181
901744,pattern,whom,7489283756938
564361,better,kind,740878422460
929849,wife,analysis,1943636684263
421761,effect,chance,7530101206155
167061,six,as,8703874166516
308518,drop,morning,3416044486692
196999,benefit,guess,2681193392698
324278,speak,if,6121116509415
205522,American,fall,7256544632995
994295,mother,line,6335807091916
834195,box,benefit,8133998658636
758706,now,view,2083908227665
388809,report,popular,3576718986225
829778,group,whatever,9101332141612
797074,listen,your,4328234671478
78994,happen,despite,2800279343065
110705,its,perhaps,4103395346284
54391,toward,fly,3257880939204
338040,bed,soldier,8781801025813
474131,real,either,3310632459785
269189,suddenly,control,236259895107
450993,skill,government,8856943403249
906351,brother,financial,8434784592293
601959,former,remember,9171560026676
372828,court,nature,6565803374630
728190,friend,forward,1444088540151
654075,blood,many,5311192445655
178041,enter,south,3367871503881
956993,our,manage,5576713448753
452653,find,sister,6794588047472
316305,crime,region,1633297652269
155021,southern,heart,5531265459280
423850,Mrs,kid,7143955032648
789209,point,debate,3851380658295
424770,positive,great,1503828020241
222959,common,end,61635218225
3630,impact,no,9822999330906
776967,loss,partner,8062525358172
617718,collection,bit,8862454716701
777527,yard,production,2440822169286
68673,whether,buy,7433279260215
572602,half,plant,6055507004641
864253,watch,deal,9186104948582
417279,plan,social,134323722449
873579,fight,tree,8426227744322
476411,detail,rule,9363163688330
540371,ago,oil,7138234289264
468154,beat,door,859087326896
623186,safe,when,429244116892
365568,part,collection,2331375664903
804871,across,structure,8247901598783
152114,charge,economy,990267080644
164119,threat,company,2097282336602
475949,single,ever,7172403138574
563663,consumer,in,614292702214
295355,type,significant,7901072788170
965476,yeah,expert,657364016478
263065,employee,pay,8084755134589
353070,policy,recognize,9382158384676
259794,institution,look,4057606247944
669681,our,car,2154878922618
740831,shake,only,8942005812507
387700,watch,after,9504798176195
562746,section,real,9011722949262
577209,risk,practice,1074616535371
562425,state,benefit,7987505979644
483904,western,over,1554048597625
189296,recent,season,7838026683943
871671,to,listen,9565448262977
287102,study,woman,7933805635134
940213,look,office,4967801596321
641421,provide,write,3960212666205
233410,edge,student,2172830821326
629698,especially,friend,949480855318
575456,century,can,8585183057847
659497,white,pretty,3768581894415
501094,hold,enjoy,7612509497395
908188,man,light,2744161761422
797636,reflect,surface,5779454042590
218643,writer,finally,514792322960
390568,bag,director,6629888704806
332695,impact,senior,4022364930706
822329,reflect,tough,9776185065722
791117,go,job,7637535288048
321363,least,other,4657324335037
992706,within,soldier,4008001088646
857730,eat,yourself,3886214639021
404575,white,word,7443188360315
410940,subject,agreement,7539056347015
269682,look,hope,624765029868
532636,place,keep,4797448999137
897161,age,star,1299515757721
896112,time,long,4005832483424
941358,style,foreign,2707840597462
598259,perform,program,6998001437410
667101,operation,condition,8945022783910
988992,type,question,6547695443793
420779,run,reason,7021625640298
5192,available,claim,80042736701
126451,year,attack,475939499907
585762,image,degree,7620258895735
205604,factor,analysis,6576065218425
474992,really,stock,5660105593451
466070,agree,never,7069221415387
178975,her,late,5454343595571
539185,probably,only,6121116509415
417321,fly,score,1526664161575
466736,put,which,3990243128241
801034,sing,resource,3056743264579
529788,everybody,soldier,153453187754
920013,candidate,head,6338259701245
898340,outside,story,9276989118283
338298,edge,myself,5520007061651
866328,a,laugh,6078537094297
99534,line,thank,4590814659036
542385,number,mind,6102926166736
129785,quickly,national,4284539397604
422794,bit,meet,2395913991371
259913,describe,share,5181126754530
10810,property,store,8707749253085
15255,bring,tell,7280027420192
574693,cost,summer,5341017505014
820378,force,else,737365653573
915521,wish,program,1132295790834
550744,claim,sing,927861220288
527406,job,appear,1204146141346
542705,value,read,8783860855386
206468,them,leader,5334000300257
598314,ten,really,8203922163820
368202,strategy,phone,8792728498481
757553,degree,seek,7759582037301
950482,follow,better,4749927966420
188396,home,box,4285977774630
60072,fish,whom,5611869093707
128391,either,include,7376596042328
470095,movie,eight,5159746720337
320126,something,resource,1963408725717
622804,happy,miss,7341696857960
254791,imagine,education,575607694032
714145,scene,raise,8857673609846
33651,degree,line,3785398849816
698026,me,for,1172395711214
334773,special,sound,1380644962417
556729,attorney,single,6304513905178
541876,seek,lawyer,7925609346623
157062,beautiful,put,844071394927
340313,reduce,black,5816815127974
600686,interest,deal,1997705214837
548648,subject,big,9816232762327
593018,hospital,religious,8420402498112
307295,respond,in,5350194436987
560713,success,teacher,1364037001814
136282,affect,how,2242979171671
813830,act,week,6781605606150
60592,ask,eat,8954964981699
679592,soon,take,3305575971210
771534,move,hope,487354919498
360334,check,run,9395686657197
278881,heavy,action,3718001458957
581112,tonight,ability,4110986498016
111653,Republican,population,4505603910696
120350,make,current,5586658249739
934027,budget,effort,9650869274870
373689,want,by,6235944400010
534603,drug,election,6371522958790
576448,nor,face,5353037028256
955868,increase,weight,5258669857523
663052,three,not,9018430119349
831122,politics,stay,6833609538507
323634,stand,green,7810794481837
161098,wrong,threat,8684183133562
512605,might,coach,8070435793601
919410,forward,certainly,4537888481261
999128,apply,seven,4520905686551
160417,fly,laugh,9507981756515
522039,green,painting,9063681326604
58076,range,lead,8144610840255
890682,base,report,7862406355731
272589,director,exist,9749719807312
367799,not,phone,9521880145446
163931,drug,development,5305106274335
265672,call,yourself,5337202814760
729728,suffer,expect,511412040656
57458,them,side,82990448196
827178,police,report,6972433465068
975159,plan,community,7488073229343
217080,build,serve,2726548568368
595825,owner,international,398331784484
448385,my,throw,4003296262168
272762,well,before,5491623507942
11217,center,ground,9696038032297
476247,simply,out,18270916354
520533,several,which,1574705146940
404327,the,time,1982067799890
225256,charge,style,1175708570288
788481,door,program,2133183328972
305438,table,technology,1297975291429
919311,strategy,actually,2474812716357
720117,deep,hundred,597035573505
576765,left,agree,9787039077666
881866,reach,meet,2926991175251
607663,wrong,environment,4068250817243
223738,successful,carry,4627948076597
412085,during,around,9789244401800
413243,to,fire,4498133658014
173733,son,like,3478494674147
568874,choose,middle,446291207218
581735,amount,indeed,5608753949297
741464,raise,should,4408958201951
759667,religious,treatment,981951033561
754967,scientist,act,3486867435712
677375,cut,inside,5246139763979
700952,image,where,4698460005272
472456,career,this,2081091457654
168805,can,quite,459725534859
933177,toward,call,3540447737179
705996,especially,late,2480882550754
212002,or,local,4394182146983
36924,court,weight,3384198199150
147089,show,expert,9016118097027
953581,point,seat,2676645913881
646628,very,anyone,2830834622148
320733,teacher,structure,7930987978627
232810,month,only,3210950440001
375567,day,ball,1885075093716
11196,general,long,691566878304
961497,speak,similar,9248844080320
307933,ability,order,6464389836163
700269,table,design,7950627716922
698541,home,effect,1795727855360
251952,with,challenge,2906360166880
757430,administration,change,4503040582176
384013,relate,argue,7801870405867
259576,understand,activity,4203010851556
315628,wide,exist,1745319680969
907405,move,wall,4867177727918
536370,citizen,raise,5026909189559
940024,choice,miss,8166685689904
105616,manager,develop,1420552143712
164477,trip,material,1169903254107
793722,movie,ago,3798683245878
572434,nothing,upon,7122407425154
896684,city,million,6860937918011
724825,service,pattern,101511225036
95279,answer,later,7551432079562
464319,range,rich,2017249858581
13520,trial,outside,5741473320541
65159,experience,fast,8814955250504
332129,news,hundred,5224464853897
285110,course,factor,3231037206498
330620,age,well,5950347238738
693900,teach,stop,4318124005980
95459,economic,perform,9039884775283
624237,agreement,themselves,4951740627753
512348,investment,director,6973620098158
557371,course,many,2355063839188
536468,decade,simply,8049507447411
115442,report,increase,6111658643020
37170,over,each,2824600222603
998072,weight,media,5658297838446
297417,many,strong,6719580087422
375372,Congress,hope,4185643974171
942292,consumer,drive,2685802207119
740628,can,high,9597591288739
378070,recently,kind,9354525350164
391393,option,stage,7884530730758
120002,international,able,8271727229424
733796,view,structure,40146530972
946786,center,give,1497569405513
172533,begin,member,9477834901347
754469,thousand,stuff,8523345384913
725964,face,thought,3901741873304
371318,itself,easy,4897991553957
479764,red,may,1867753928233
774810,understand,support,8074597769436
443187,music,appear,4368721065589
567154,lose,outside,3229241081827
154733,commercial,a,8565610911952
369780,sure,face,9671815208922
757807,middle,attack,3398235697376
430944,company,because,9160145765220
937595,always,school,8970775963400
772212,which,official,5090736760337
463544,traditional,a,2725573611214
315438,table,man,3266386513895
805661,interview,everybody,5378635345078
433730,prepare,suggest,8108188564806
204246,industry,country,1536048826731
136094,bag,involve,1613637776404
391657,piece,under,7632675225349
954925,election,coach,5933269310835
780450,decision,away,8078644186494
213016,capital,final,5780037276840
417179,teach,nearly,7830533017284
33230,at,sea,5109766872994
618129,anyone,nor,897704394986
720885,sometimes,organization,7870803437873
990280,exist,indicate,8841317574248
536478,with,set,107427039236
71842,fish,turn,9802914342139
371322,approach,stock,8953509680004
783764,blue,current,8134659107586
326420,also,ever,589615294663
202812,seven,account,5011472261722
680995,scientist,give,8929859619980
236402,nation,recognize,2689708872470
469148,fall,ask,4255066046152
336626,somebody,house,2674369985505
966216,lead,message,3854124975173
333995,protect,figure,2581630770767
859577,movie,imagine,7221819728031
267120,because,style,6227693307629
112121,similar,important,9282767854554
366022,positive,next,1021559446644
861801,resource,itself,5091752633882
368159,defense,city,6209545776720
412504,without,edge,4059228576142
470025,he,real,5992259154992
504250,investment,author,3729249834975
507637,letter,nation,2940340361872
180461,thing,yeah,14205475713
560434,whom,professional,8279380347604
793307,case,organization,2244682748168
553416,any,career,547238152783
93879,money,now,3221483696597
168599,notice,support,8551367955488
703375,quality,purpose,9171912684728
110971,degree,month,2788471127874
607874,discuss,like,7691130073470
448789,group,ok,4470879008852
22669,help,knowledge,7360177008910
501777,laugh,community,1086614871492
988466,produce,space,1812870568073
54145,film,draw,6402929862219
736414,hotel,news,1724693017236
484431,brother,worker,303641864206
534678,adult,keep,9009528368337
308290,pull,agent,8440328287047
333252,product,less,7339836821428
185375,claim,town,1198352918496
688856,not,land,4668063108809
7088,floor,way,453714034253
786716,early,up,7220924817528
397696,tonight,finally,25702136794
194401,different,market,6582951475226
60884,together,student,6320848946605
82816,magazine,although,7665070474536
571602,large,turn,3988855139061
631209,road,recognize,5648757572419
814139,still,half,8278532161731
950415,production,above,3389376539815
387608,begin,either,4561704023847
752233,throughout,bag,5826499847585
957676,imagine,population,7458586505821
921369,light,response,3819725231842
1715,state,performance,1072038849626
492026,begin,along,8684183133562
382574,general,after,4782103740345
107514,particularly,less,9617882648943
157058,clear,material,1588476017471
888487,agency,herself,5207859286813
741345,newspaper,such,9585177106999
104303,evening,dream,5387829637554
544650,during,art,8216456795887
188709,show,Republican,1376206883505
714955,wrong,eight,5330145458728
196656,modern,red,8267274925574
446440,person,mean,1793314480457
798714,friend,age,6626698314342
924778,write,hope,2372743196008
453475,three,set,2699396469425
174999,save,wrong,6778314592456
247484,hospital,sell,8931049981523
781316,sure,remain,4881309837592
123795,back,your,8223297774925
77943,alone,reflect,1433267870752
726779,now,idea,8519920067868
948964,yourself,down,2160892657892
802355,generation,design,6894341602739
315608,member,her,681896137534
226381,one,bag,9645096940505
167731,first,forget,3926927140607
212924,newspaper,increase,7382732886928
576086,consider,support,5284233884022
857115,edge,through,5418747273693
447384,white,very,4135607803856
168020,water,theory,7902542194936
579341,ground,person,4728797788790
350914,art,your,5105243479142
306275,pressure,management,8632463491996
930324,religious,than,7795500647580
924943,old,remain,2547422364147
868499,senior,then,4164536778340
686641,explain,media,6864198235392
34438,clearly,fear,150058404730
815000,open,money,7820563602803
110675,fire,good,4279601305012
748181,student,writer,6818570143961
909593,game,method,5112182503413
557362,it,sit,8386492348421
855129,interesting,never,8009862005825
620938,technology,now,2815218378826
317426,oil,strong,2569770316243
912615,statement,receive,2662472623646
747649,be,prepare,9279452035093
220551,what,huge,9456063807093
954773,model,probably,6209160766844
705049,rock,same,7466749087628
881829,dark,sure,5155555400358
251859,center,research,4420185511647
355661,trip,consumer,7651799855310
706682,country,play,2820953209542
358621,beat,pressure,1818849474742
483178,fly,item,899088129713
425865,occur,where,1362079801573
899941,one,happen,7559945744544
126763,plan,lay,7670221640397
43677,anything,listen,5063689994681
277375,choice,radio,3953223257301
343219,including,once,4505979763852
565722,win,city,8748381498006
424268,where,half,7959084122110
677109,believe,believe,1986031247409
311628,collection,child,6485527196323
727441,certain,special,4412414905308
578182,glass,from,9603131641199
283016,everybody,doctor,5637473077059
318714,investment,really,4565795315785
963698,sit,once,1799968091986
139807,final,item,8370844291710
144999,wall,determine,2459104284784
627577,far,across,8162752527721
159073,mean,try,6272798198928
272685,fine,west,6644205101905
575882,student,letter,8533744688146
462832,table,marriage,9699786619553
592960,wear,chair,5618376276502
948835,wall,follow,6642525601704
305194,phone,speak,3293076031815
507625,other,dog,3531327595232
661126,least,call,6813382811932
869242,book,natural,4679026367121
600148,probably,a,2185215192463
902780,evidence,write,6580544697662
265919,number,single,1812360858830
140451,anything,fire,2219204452714
7821,bar,religious,4577355104969
934479,since,security,9001568804187
580433,top,tax,4201315205767
362386,return,bar,3036231947986
489636,share,ground,7424848928978
49371,finally,best,143624903886
629023,politics,reveal,2475139565724
511110,child,current,7479327327745
538616,world,similar,4594187576747
915207,fly,person,2164100662401
949570,field,direction,3020811208464
742407,well,baby,7350803976835
425445,write,only,9192667613106
110380,this,tend,9063681326604
31804,important,boy,3659605822309
820795,lot,right,8124230762046
523417,agreement,effect,7496686046816
462030,born,common,2397554523557
329225,discuss,hospital,9943889809472
426020,against,everything,9046418330961
421397,interview,name,34122367682
271642,call,evening,9367302743132
626488,nation,like,7658110317739
772711,choose,throw,1742383297019
218919,throughout,fall,3141565051287
637813,region,money,2944960137590
245423,get,investment,2757361286946
752893,which,here,8417297576708
441690,people,term,7199064619712
888153,response,inside,8593182819520
324090,field,according,1963205532227
15696,plant,full,8656468207834
419160,anything,local,8898312125861
735457,study,that,4105931181939
500508,something,them,5927239675763
808549,number,coach,4945311243961
962062,health,television,1710203189136
150181,truth,show,8924140184092
210020,person,life,884318406530
997317,bill,wait,3528229259157
904431,reason,the,8936796475856
950145,popular,likely,4297281628049
436039,art,conference,1205656073139
467614,much,address,7984305403947
323001,away,someone,3993248019817
452978,loss,including,8622445357338
976392,green,resource,6268339543963
783288,star,her,7059392958033
925635,if,politics,3609119167960
729906,finish,kitchen,9922797735222
961595,sure,third,4126827533918
693511,industry,machine,6130896453571
337298,appear,last,7889500123498
310178,front,protect,3274317383647
523631,computer,whole,5343035779581
440730,if,your,7010303543951
243742,account,provide,9354525350164
793036,candidate,cost,9208810776601
71383,camera,kitchen,8870949883469
845578,structure,yes,9513854009335
515512,information,before,548798041376
815982,nice,technology,1142123481209
590434,point,step,4358330879703
858591,however,listen,6937202204572
591339,son,some,9424367839436
861207,southern,none,9686751485253
372669,call,mean,6497420536735
643579,check,message,7321730125298
847391,guess,your,6265829451518
131208,product,feel,2397044218685
467583,staff,pattern,1578410474712
310672,remain,letter,8806113759948
904267,future,executive,3083164891475
713903,appear,trouble,6921657889566
379064,we,interview,8088777975015
271687,eye,avoid,1137138957776
684375,kind,look,157565704544
118187,officer,wrong,9440065846766
157878,rise,official,3675456375778
302078,teacher,why,3356741173318
441171,always,camera,6201034762159
403273,finally,particular,9412596362382
883455,hold,stay,1226834020998
374480,step,service,5973983636040
604059,prevent,difficult,8136394606229
374847,field,few,5159995524171
499400,can,plant,7670818596703
978007,treat,grow,3981263603730
530273,policy,accept,7636180446598
352428,star,old,1959487869622
769894,some,during,7237757876174
881681,stay,common,5054304672662
974746,where,better,4772318060910
227718,place,matter,7434474499176
904843,reflect,once,6680995212915
831803,church,ball,5195275472849
434773,open,attention,752368189151
764706,major,design,7460404064721
773962,say,about,9680080587882
395550,increase,decision,6596630873720
147423,state,section,2737227947232
56522,individual,door,8622235131954
230688,heart,site,1941346655656
507621,area,choose,7251091859226
396883,occur,eight,9046418330961
85268,last,follow,5870530017731
545857,political,large,3708444899455
201262,him,green,2706024376718
92629,call,throw,9191011536485
18661,never,attention,2364188766919
628576,go,market,9208524959539
257363,color,recognize,4582419411601
549627,young,compare,4778857646718
930926,behavior,anyone,2915917371716
218469,note,PM,5756749029734
131032,identify,side,3201219099032
465335,staff,movie,3940827140407
176082,cause,often,68407188846
26599,wait,can,9112236750222
579896,peace,blue,507027839115
447318,a,might,9435089187180
614164,someone,three,9790146945582
273131,manage,throw,1779616874203
327057,player,single,6983075419643
372012,thousand,American,4919881425950
528204,accept,baby,5330191545005
505358,base,decade,3409373442370
30697,need,low,990267080644
215951,center,guess,3905964852756
422555,fall,person,1344751017508
973010,explain,wife,5954212789709
214255,enjoy,model,7493338960920
719755,participant,other,1316937975692
160705,discuss,discussion,1355521928661
587354,great,evening,1271507087751
604904,eye,which,584711332262
389532,customer,five,4494754611108
138716,visit,raise,4778857646718
903990,other,student,6548507418515
314640,apply,would,5442943819735
154646,animal,economy,9390631462061
716179,begin,together,9686211583619
423094,also,half,4956462280765
134236,people,again,2975993925131
328723,talk,night,1500564678718
854555,story,commercial,1738704438967
859049,administration,respond,1541567296937
631134,mission,news,4864935944440
394241,parent,decade,8835891129147
838570,would,cover,1528125687370
455269,friend,key,8736629957986
568648,phone,everything,2581630770767
515127,degree,step,7592101632851
352003,west,concern,454655946710
371846,author,product,1623476061412
636718,better,rich,4506905566030
843567,store,brother,1240088466554
141776,product,study,1271507087751
385518,head,stop,1095296938704
991121,white,apply,1416089896022
723648,usually,bank,2786329177303
827722,far,pick,8371682468353
232115,prevent,conference,9390160534870
23980,office,assume,8592693377426
534973,kitchen,scientist,5317073225692
189477,necessary,record,8413231900496
806261,TV,page,1331133638792
498287,PM,consider,1030667416233
664606,participant,with,7188826555947
90593,artist,next,1093596931597
489651,final,today,8428175772665
425111,wide,as,803389990347
904585,add,point,7104075234161
806547,leg,position,2251557073039
831497,six,fast,7624343997319
480650,sport,down,9141414956943
948765,audience,fund,195386765813
208446,state,series,7849452727109
507677,number,figure,5717554372788
65459,tonight,part,8873214132265
589996,lay,improve,9434994494470
523606,sign,such,4603025040614
222763,perhaps,defense,8926094073001
1350,stock,our,1045154691557
573080,truth,economic,7337797793348
309775,appear,edge,856009200820
698036,whom,box,7816287850505
812139,account,particularly,3818262547549
848180,film,foreign,4778725129273
368828,fast,eye,7376596042328
309556,single,name,909014570319
685243,race,nothing,246779840531
831511,girl,campaign,3392394529839
596731,have,culture,9599250551145
264240,alone,long,5194767108277
475419,really,attack,5594849144467
645327,somebody,society,1499137459895
557259,none,almost,4790184386689
631623,event,six,3160378046784
356838,rule,establish,7159228781328
878475,measure,month,3223278015364
586770,foreign,character,2884648231032
668590,history,growth,6058600560607
579693,international,federal,1581737501810
443322,interest,along,6932616106442
89139,avoid,administration,9630389068665
992022,same,break,1102051414502
650811,past,soon,7650475526135
224600,beyond,able,722824427951
908909,together,sign,6114552024850
516460,be,glass,4732085165587
246892,itself,moment,236259895107
393456,owner,agent,6664399390838
477969,decade,whether,2704361018569
316538,resource,your,4234093409250
937348,film,book,6773948745183
612237,money,animal,2025607969993
741953,crime,century,6680995212915
601974,throughout,two,6042611427453
765131,nice,decide,5297984491944
423079,environment,memory,3150003175097
964987,admit,door,2344792973936
307123,bed,travel,8720913170525
187297,two,somebody,2735598742413
172926,report,behind,5678856496840
948439,finish,strong,8940307734464
107715,behavior,marriage,4028445362310
948166,control,scientist,5664780785658
660989,win,west,8632780265256
643885,safe,theory,5652379110447
614491,especially,candidate,3886644450176
652714,catch,study,3634357820822
527708,that,effect,7760943155486
577296,read,likely,5946713782176
256272,community,go,3117708965578
214430,thank,six,3478778485498
392970,staff,miss,1462632270957
861958,order,natural,6246666477928
941430,process,near,3131803282891
174420,despite,such,3868277966612
370222,me,blood,8407844686829
139425,across,affect,405509910964
514154,issue,second,3662529905883
921992,amount,event,1074852628656
171993,activity,writer,1667970997857
499750,go,like,8914863297366
896346,hotel,none,1762976360882
967339,car,help,3683876217271
503076,with,very,3367827141432
277833,few,establish,6964153503416
409401,wind,see,8919855596619
848823,book,instead,1315352124680
503377,wife,job,8814955250504
87900,politics,me,2645319760378
610692,trip,town,1847340808261
602406,feeling,way,4797969901745
583851,break,customer,4883546631866
883021,none,drug,1583759420111
756591,media,southern,3612767827603
861262,guess,story,7916379708543
522492,fall,movie,6141903047238
335222,happy,show,4668063108809
738098,specific,art,1349224664522
951233,beat,those,7017602511934
492649,wind,trip,3140625901182
537069,hotel,give,2355063839188
316274,take,police,585834349267
726992,first,that,8156113906256
716496,across,fly,915887733641
63139,heart,then,9956879926740
203487,child,cultural,5630850873856
238765,what,professor,9507981756515
56244,goal,new,7158822863535
462077,yeah,half,1096529573440
530524,consumer,sit,669009479860
700919,way,learn,2435897266626
666114,push,officer,1898475310608
978704,skin,low,650915207157
89229,relationship,interesting,3419876290838
323231,newspaper,charge,3019149222915
175830,inside,reduce,3358986723095
640403,matter,after,4570865065818
770087,project,measure,8212470982686
530274,professional,area,2259980886163
559132,important,subject,5792232606483
172276,until,well,1448030059035
602756,ball,oil,4210731426998
542384,thing,believe,4721459384972
352904,I,well,8836585309429
439010,teach,find,4737574969930
979403,thank,really,6000284257266
936739,will,suffer,1613225377634
435714,score,off,5706637094352
433890,them,account,203147778318
682198,she,citizen,6508497460155
198202,reality,range,4337669588943
679255,force,response,94628289474
785827,glass,these,9203800513882
51928,side,lose,2054381095134
363641,though,mission,9388550408304
583448,note,heavy,8770330387969
936967,wind,though,2357806532645
107290,yes,move,1795909785824
12544,baby,miss,2772203883713
669815,positive,adult,679924261832
629879,west,attention,1549314108264
556608,agreement,international,3739930506093
376897,professor,expect,1442304034913
173416,catch,out,6778250137193
783450,bring,machine,7492247482108
912940,policy,reveal,2822399422151
161991,thousand,crime,9316696731259
256756,tend,beyond,8519920067868
270104,less,challenge,5412097196509
356204,control,two,8329019443987
320234,my,economic,7460085499003
555329,hotel,computer,9609701771156
246193,happy,establish,3793243906146
835876,her,call,325771767663
385290,shoulder,look,5127389123075
261038,surface,across,9150804469473
89683,as,ten,7906736662664
543834,indicate,book,2015366696602
654087,agree,whose,1392135893752
936862,physical,pick,7098187522264
