desde,hasta,id_actividad_ext,Legajo,dedicación
1994-12-07,2013-12-08,94222838,11101213,7
2018-08-27,2023-02-14,90648289,11040886,31
1994-11-22,2015-03-03,254273,6824626,29
2003-08-03,2008-09-24,59938726,38441928,40
2020-03-15,2023-09-16,73456912,16927995,23
2017-11-27,2021-06-27,91329300,35840753,25
2022-04-11,2024-05-21,47135345,92822684,12
2002-06-04,2011-03-04,56116025,25923663,28
1977-09-09,2006-06-09,39980055,45310756,9
1983-06-04,1998-03-12,60575956,91133825,16
1985-07-07,2002-08-29,26743291,92639565,16
1986-09-15,1995-12-15,92590189,16726846,16
1993-05-18,2015-09-30,64863577,74179779,20
2021-09-25,2022-08-02,55053648,19435743,23
1971-08-26,2023-08-21,94965876,54091196,3
1972-03-29,1996-07-08,6354966,89101266,9
2012-07-23,2020-08-03,4605902,19022127,20
2002-08-24,2021-09-14,10345047,74314796,10
1989-05-04,2013-07-26,39533609,3060737,25
2021-04-26,2024-01-25,55742857,27055312,3
2001-04-11,2015-04-07,41431698,27515167,31
1981-02-26,2005-03-26,41433085,13355297,10
2022-11-13,2023-12-25,80359557,73633536,21
1973-10-17,1976-11-23,73568516,76784799,36
1975-10-15,2001-08-06,20106485,73681228,2
1985-12-29,1996-04-30,37767527,95425370,24
1973-03-04,2009-01-25,93291343,98503098,21
1992-09-25,1995-09-06,22336428,28458743,13
1984-12-25,2001-09-07,16936148,7694120,37
1994-03-02,2005-10-12,66223894,20539739,5
1993-02-27,2018-05-30,7988525,884581,14
1986-02-03,1995-11-08,91249107,23502022,33
2021-07-14,2023-01-20,10657616,75267499,2
2011-10-14,2017-10-09,62947905,30301257,28
2021-12-04,2023-04-15,11034261,13795745,13
1981-01-24,2001-06-24,86639469,15019526,26
1977-12-10,2014-02-28,95474962,96424772,30
1987-03-23,2006-11-10,94240275,75241768,34
1971-09-26,2000-10-05,32564693,48360573,10
2015-04-20,2015-05-24,92562724,97789287,40
1975-06-15,1993-11-23,85520657,17756842,24
1980-02-14,1983-11-07,36284431,64791609,1
2002-08-27,2012-01-04,53321186,44463488,31
1983-12-02,2011-07-27,24953303,17996449,36
2002-02-27,2005-08-15,83552231,17351898,2
2024-01-29,2024-02-12,48961906,49806652,7
1987-03-01,2012-03-10,19158305,93775305,37
1989-06-16,1995-09-06,32006553,77270764,19
2011-01-07,2019-01-27,55548245,85953200,16
1979-12-01,2015-01-04,70746406,90780132,30
1992-09-21,1994-08-11,18665154,16649056,6
2009-07-25,2011-04-24,89934830,81691521,5
1978-05-27,2006-02-08,13757115,24804763,22
2011-10-23,2020-09-29,49070517,62916563,40
2011-07-18,2013-07-31,56125134,50916860,5
1998-12-23,2007-01-25,39331576,11090481,19
2005-04-12,2021-05-14,85684736,16932186,36
1979-07-20,1997-06-29,70333236,90278707,17
2023-08-03,2023-08-23,41491708,3561551,13
1984-04-30,2016-03-09,5127146,91569988,9
1978-11-02,1988-02-29,62612562,51698479,37
2010-07-07,2017-04-11,35546626,7262048,32
1985-05-12,2006-03-03,17705850,97873953,2
2023-09-15,2024-04-19,5663795,33633361,3
2020-08-23,2023-12-04,59562566,70465149,15
1996-04-14,2013-08-03,31001284,86492591,3
2008-01-15,2017-01-22,73676906,22011320,14
1992-08-22,2018-08-23,46510853,40265148,1
1978-10-16,2016-05-22,63642217,4568763,4
1986-08-29,1992-10-21,26165724,67775938,21
1999-05-23,2008-02-03,20825733,98977566,18
1974-12-13,1979-05-15,6350020,70928673,20
1978-07-10,2023-11-15,37817216,52890565,4
1985-05-14,1994-08-19,68595475,39862952,31
2015-01-17,2017-04-29,6715970,34421739,30
2000-06-07,2006-09-09,10862464,95906762,4
2001-01-23,2009-08-22,85613719,35712614,38
1981-07-31,2023-02-10,60611734,56043434,12
1995-07-28,2014-09-14,6958255,12691865,37
1977-10-27,1978-12-14,74268814,61951115,7
1981-03-13,2007-03-19,39881386,82168830,33
2015-05-18,2016-08-15,76518249,92050300,28
1980-09-11,2008-02-16,81840264,67478256,37
1979-09-06,2023-11-15,72920162,75150327,19
1977-09-05,1995-09-17,55381635,77270764,30
2015-09-04,2024-06-15,55170020,56465475,26
1971-07-25,2023-05-14,37354222,42702483,37
2014-06-01,2017-02-05,76209383,15777547,23
2017-10-15,2022-09-05,19636394,54121935,30
1990-04-29,1993-08-24,35704797,88113074,20
1997-08-03,2000-08-17,49631157,90283878,26
1987-09-07,2005-12-06,33409526,33774493,15
1994-12-07,2007-02-12,25307913,27067201,9
1972-02-02,2000-11-28,84054634,75570320,36
1988-09-29,2003-05-22,67721363,27364824,22
1992-02-07,2021-09-24,48140027,90775695,14
1985-08-12,1993-08-26,52509848,8352025,6
1979-08-25,2021-06-13,2251681,84791097,20
1986-11-11,2011-08-10,20047914,70188198,25
2006-05-23,2024-03-19,2636218,83503105,7
2022-07-16,2024-05-21,25642533,18915062,16
1994-12-22,2016-05-18,91253932,98513132,25
1992-10-16,2004-06-25,63836785,87258420,3
2000-05-04,2007-12-06,39991110,31498707,4
1995-03-06,1996-01-13,52639574,66113635,27
1982-03-26,2014-04-20,55106951,22870866,38
2008-12-22,2013-11-11,89874021,77054292,24
2008-10-06,2009-12-25,27929776,86806886,9
1972-06-06,2019-08-14,67766020,99685560,24
1990-05-04,1994-11-10,70745197,75630579,18
2010-05-17,2014-12-01,36348407,64957289,19
1987-12-11,1998-10-10,28244659,59305700,1
2010-04-20,2011-11-06,26792519,24061288,18
1973-02-14,1983-12-23,69724913,79348704,27
2009-10-19,2014-03-11,41749597,13156736,3
2016-12-26,2020-07-10,96044349,11866968,13
2003-07-13,2005-04-22,60683226,31321158,29
1991-05-24,1992-02-06,35477620,30281563,31
1993-09-22,2017-04-13,48669646,46566861,33
1988-02-17,2005-11-18,65940667,1211931,34
1971-08-06,1986-01-30,36608175,73872137,11
1994-10-27,1997-11-23,20280701,64544487,39
2011-01-15,2012-04-04,60445080,19296244,28
1980-05-01,2005-10-02,57627426,66031899,1
2004-12-22,2008-03-23,92787578,49619085,37
1974-04-10,1988-09-17,88267656,25342658,11
2021-10-17,2023-05-05,32205146,11094991,12
1998-07-14,2006-01-18,77971897,42728424,35
2005-12-15,2010-06-29,19733305,21081866,4
1985-02-02,2011-09-11,27717675,82099575,9
1992-12-04,2013-12-16,4425556,77702706,36
1992-02-08,2001-10-26,15188931,56465475,8
2007-01-26,2017-09-18,79332321,1879771,31
1976-02-19,2021-07-10,5933831,25037721,16
2004-07-14,2010-08-23,43029290,33947607,2
1982-09-13,2008-06-19,28268999,72565931,30
1978-04-13,2022-02-10,79503768,85904032,31
2017-07-12,2022-12-17,65112551,60953719,40
1981-12-27,2005-09-15,82590273,42898004,22
1989-09-24,2008-05-31,74621304,43128015,26
1993-04-23,2023-12-29,83166236,21104483,16
2023-02-01,2023-02-27,72856219,54569445,22
2004-06-06,2018-09-22,53002418,68190002,21
2011-04-29,2012-04-26,14373496,44876303,22
2011-04-19,2020-01-12,66842801,2120759,40
2001-04-06,2011-04-10,45757424,31650794,34
1993-12-02,1996-02-28,7025660,69846485,29
1977-11-03,1981-04-18,12325634,36661454,23
1997-12-17,2005-04-17,2483872,75684468,1
1997-05-06,2007-10-07,51013990,60559311,26
1993-03-05,2003-10-13,68144662,46886878,11
2005-09-17,2018-12-07,33090581,97703179,9
1999-01-03,2007-03-28,51327095,9854273,25
1986-03-13,2009-02-19,88498629,47306904,7
2013-08-01,2019-10-15,90767171,917578,10
1980-06-14,2002-10-09,49038956,92881189,13
1970-01-18,1980-03-03,15028396,39011313,17
2014-12-18,2022-10-15,80307665,63162102,30
1998-01-13,2007-08-08,61395569,1899695,40
2016-10-23,2023-11-08,53198544,81864113,21
1978-10-09,1989-09-25,35930792,40350563,25
1988-09-16,2002-01-21,66531271,21362428,1
2009-11-01,2013-05-12,93964829,65648489,5
1974-12-19,1975-09-25,83039517,82601271,33
1987-07-09,2004-07-12,33950655,18746191,37
2010-11-22,2013-06-27,4124519,45311606,21
2003-11-10,2006-05-14,26943527,47326370,15
1981-08-05,2008-11-12,28494844,21948806,27
2010-06-04,2012-11-18,35395087,1408904,40
2000-07-09,2001-05-21,66556990,46271541,20
2012-04-02,2019-06-08,1560660,34514479,28
1987-02-01,2017-09-10,9739430,97253829,17
1970-01-22,1971-11-03,13673858,70269087,6
2010-10-02,2016-07-04,145459,91232660,2
2023-03-16,2024-03-31,97286199,82306132,8
2020-03-31,2020-10-05,27339378,5444586,11
2000-02-09,2009-02-13,15275654,44212289,1
1991-12-24,2012-08-15,88707676,80272916,14
1976-10-03,2006-08-11,91724809,37210009,19
1985-04-30,1986-11-16,26069646,4648971,33
1991-01-13,2003-11-05,49369225,11042165,6
1997-11-17,2021-02-22,22370117,64415911,4
1971-03-03,2011-12-23,18390312,30965129,35
1985-06-19,2006-03-17,19410566,58025155,33
1980-09-04,1981-11-20,96387444,30760650,21
2001-03-14,2023-12-03,82005053,46742169,15
1984-07-18,1986-06-13,93770718,59787965,20
2019-08-22,2022-11-12,47873646,28643395,29
2019-02-05,2023-04-06,38090603,39456498,14
1971-09-24,1983-01-27,62580514,79737098,2
2003-11-14,2009-10-29,21853187,8153733,35
2000-05-25,2017-02-18,8809996,16446293,5
1972-11-09,2007-01-08,46359220,77599229,1
2019-06-23,2022-12-16,29553232,90308627,34
1983-03-07,2007-05-27,72528636,59698884,37
2021-09-06,2024-05-29,53032883,60628172,9
1997-12-23,2017-02-10,60123097,66067757,35
2021-04-01,2022-01-09,84398756,40144428,36
2001-02-28,2008-08-02,97123186,11684405,34
1982-04-03,2012-01-11,45413945,25424560,20
2021-01-21,2022-04-27,8014545,76141789,27
2004-03-16,2018-04-15,88005795,54870278,11
2000-01-20,2011-12-30,65354077,14232418,22
1995-03-11,1997-02-22,25327397,48953916,28
2002-09-22,2007-03-10,25143242,49009659,10
2017-05-09,2020-04-14,56402822,24314308,32
2014-03-02,2014-03-08,23763933,30668309,14
2007-01-16,2017-08-17,42200057,99396367,24
2004-10-15,2012-07-08,8050981,9454957,40
2015-09-07,2016-01-26,29451198,95381221,18
2018-05-01,2023-11-23,66698401,59511502,26
1986-05-20,2008-12-29,87133750,46006709,37
1978-08-18,2011-04-28,85022435,25209891,25
1984-12-11,2017-07-15,12282112,58962894,11
2015-07-06,2017-06-13,81459920,37472839,13
2004-05-05,2019-05-25,78344936,56852894,29
1991-06-21,2017-12-19,33648973,40647532,11
1975-05-22,1979-12-08,90721797,32570647,7
2008-10-21,2015-12-07,96412249,11587841,18
1977-04-10,2011-05-25,51085563,30044683,34
2002-03-23,2005-10-05,22336428,81931901,28
2023-10-18,2023-11-07,39534672,82880003,19
2005-09-15,2019-10-15,67227237,88220047,17
2002-03-11,2014-06-25,22457319,54870360,5
1970-04-05,1974-06-06,65301315,35780722,23
2015-12-31,2024-03-28,18569179,52547609,39
1981-10-05,2013-07-31,47867992,70023641,8
2006-04-13,2017-05-01,1669124,1551998,10
2011-04-28,2019-09-22,19492257,52645582,4
1994-09-24,2012-11-28,65789223,83672703,21
1992-10-23,1993-07-14,51832631,69307316,17
2001-04-04,2012-02-05,27894100,3782039,35
2001-10-18,2016-11-12,27207844,39512637,25
2010-05-16,2019-05-25,26886451,37053322,23
1985-12-14,1994-01-22,51853394,6948188,2
1986-01-28,2008-02-27,62344676,14141273,1
1974-04-09,1992-07-04,32922827,5562716,36
2006-12-14,2011-04-15,69980168,28134150,39
2002-03-09,2018-01-31,36971655,29441132,36
1970-10-22,2005-12-29,70593632,1920489,10
1985-04-04,2023-03-28,80107177,15947174,10
1971-10-10,2009-08-13,96349296,33874727,4
1982-12-12,2022-11-07,77334491,85770980,24
2018-01-03,2024-04-07,88619014,15279709,17
1986-06-19,2000-03-29,39552959,11544207,32
2017-03-19,2021-08-12,32678750,30873933,30
1996-06-19,2009-03-13,73462807,73218363,23
1988-12-06,1999-01-24,97047498,85346108,15
1999-04-24,2012-11-08,28398986,41295188,23
2022-07-28,2024-06-16,51789297,34217683,19
1997-08-16,2020-02-22,36455841,77521171,22
1978-11-14,1999-08-28,92090057,1171661,10
1980-12-13,1990-05-19,4202970,81161729,17
2023-04-04,2023-07-28,7277423,95888614,3
1996-04-09,2016-06-01,68973987,25687976,25
2018-07-30,2024-02-07,61922749,49743853,9
2014-03-15,2023-02-08,22622220,83843298,12
1980-09-21,2017-03-01,95276423,36596371,11
2022-11-29,2023-08-01,44312730,88733317,2
1974-10-17,2001-10-13,85033714,34994982,35
1992-07-05,1993-01-31,81502931,33899066,33
2006-02-25,2007-08-08,54004956,99048119,30
2018-10-20,2021-02-10,31777212,83088176,30
2010-01-23,2023-01-26,11284039,53499942,19
1999-02-22,2018-06-04,58502238,8596000,27
1994-12-22,1997-04-11,26194462,7382351,9
1977-04-14,1986-04-14,43137119,30671058,18
1999-09-13,2014-11-29,7136859,11922164,3
2008-05-29,2017-12-02,44519150,18490716,10
1996-10-31,2000-06-09,37640888,33833757,33
2023-04-17,2023-10-31,8521290,1856993,3
1984-04-20,2012-03-15,42001573,98206096,30
1987-05-31,1988-01-27,2269387,88730423,28
2006-05-09,2023-01-07,11113995,82552042,2
2013-11-18,2016-01-30,17819090,78006348,29
2018-03-29,2018-07-10,23482268,48689286,7
2000-04-17,2005-03-23,51972911,87292021,27
2017-08-26,2023-07-30,71521680,46286530,24
1976-03-15,1996-04-30,12997633,99942527,37
1978-09-17,1988-08-22,4900701,32222041,21
1997-07-03,2016-11-16,2442197,51684029,26
2005-07-28,2015-07-18,21319489,99842077,25
2002-03-09,2002-07-05,73128754,6740718,15
1972-03-29,1975-01-16,51065041,56725060,28
1991-05-10,1998-04-18,74054620,34274463,36
1974-03-06,1985-09-07,5262436,19010391,32
1999-05-05,2008-08-17,30393791,94800761,35
2004-03-30,2008-01-12,21732470,77167309,27
2020-09-02,2023-10-08,55537291,25214817,18
1980-09-09,2010-04-01,45781367,87573487,37
1981-06-04,2011-11-03,1045321,68144505,38
2009-07-04,2023-01-11,90884475,15388657,37
2013-06-29,2020-11-06,30913333,11019392,17
2000-07-13,2004-06-08,960424,55269396,13
2017-10-04,2023-03-25,57798129,94336877,38
2020-03-15,2023-03-23,20745357,56458125,22
1983-03-29,1995-07-22,68931050,95342782,15
1987-05-12,2023-06-22,63638137,28029782,6
1987-06-04,2019-06-05,56811474,13080329,15
2014-07-01,2024-01-26,57765182,93395939,30
1996-12-11,2000-09-21,82664632,77651764,10
1994-05-29,2009-02-03,27313603,97228270,17
2022-09-05,2023-04-05,27589489,89309172,21
1979-10-02,1999-10-19,10036866,78925736,20
1972-08-24,1993-07-24,67960299,8801258,16
1975-05-18,1980-04-27,38996849,20682265,38
2001-07-03,2006-03-20,50393391,28532673,38
2017-03-17,2023-12-31,28447509,30989177,20
1983-07-27,2023-06-24,51269614,82882806,11
1984-04-10,2006-05-29,98309448,10677036,40
2005-05-31,2018-08-04,30914270,89356358,40
1973-03-06,1996-07-18,18912833,62924183,17
1983-12-23,1988-02-21,99344415,71599032,34
1995-12-27,2019-01-28,22247002,84715021,26
2004-04-08,2007-02-03,42768662,10913750,20
1986-01-20,2011-08-15,24603075,85252730,22
2016-07-21,2020-11-19,47290751,41871529,12
1998-06-19,2014-11-28,67642739,31807274,3
2008-11-04,2024-03-01,75227882,59490109,8
1989-12-26,2000-12-23,56133844,80795833,31
1988-05-09,2012-03-20,1752777,40771204,7
1979-05-20,1986-02-26,4625296,24153030,14
1973-01-12,2015-06-09,23960369,76018772,18
2015-05-07,2024-04-22,23724773,86320635,33
1971-12-05,1978-12-07,27894100,14174522,28
1995-02-11,2020-12-07,73109864,78588757,24
1992-07-20,2013-11-22,26578697,24063095,36
2000-09-20,2009-07-29,63003834,2205404,13
2004-10-12,2022-12-10,13337834,96272074,10
1997-03-06,2010-02-06,30220825,32068022,15
1996-10-13,2010-06-12,72189203,39189786,7
1986-07-20,2001-06-13,97200649,32415160,4
1978-07-12,1996-10-31,3518690,33304395,17
2010-08-07,2023-03-10,99813547,56337321,32
1978-08-22,2013-03-19,92558885,54585183,30
1992-08-08,2009-03-16,44139800,82131380,37
1972-10-07,2017-11-21,81021374,76560967,11
1993-10-27,2024-04-23,76431867,81617142,30
2012-01-28,2017-10-09,39180955,63301090,21
2013-09-11,2022-11-07,93096216,71647251,30
2021-12-04,2023-12-28,59052003,36245850,18
1983-12-27,2013-07-17,55240729,75350941,27
1994-11-22,2009-02-01,53426991,64416319,39
2012-09-28,2021-08-11,85639253,86436564,17
2017-06-28,2024-04-26,86064386,88161359,36
2008-08-05,2008-09-29,11109800,19447796,35
1972-06-07,2001-12-03,4514074,79351938,30
2021-10-13,2023-04-13,44905091,99950267,11
1983-07-17,2020-12-11,99489985,86104307,34
1988-09-14,1989-07-06,35704477,63148122,18
1988-08-31,2022-11-26,30326011,78214054,3
1975-02-18,1976-09-19,38795087,84840941,1
1980-10-17,2011-02-26,56552354,65874996,16
1971-12-05,1986-09-30,29485722,36960730,2
2005-06-19,2015-09-07,74690219,47731658,32
1982-03-27,2017-01-04,64236804,65013213,31
2020-03-28,2023-05-24,4124519,91740292,24
2001-12-23,2004-02-10,90552138,61514547,28
2017-05-04,2021-01-21,79049634,66189896,15
2001-12-20,2016-07-03,1190589,12292812,36
1978-07-18,2001-11-22,36588191,21719033,14
1972-06-25,1979-11-21,8183045,38848849,39
2010-02-07,2012-04-22,14483745,67035125,9
2006-02-22,2007-01-23,48991196,11618834,23
2021-12-30,2022-07-09,96882128,28433431,31
2011-06-19,2020-07-23,22768415,28320998,13
1993-08-04,2004-01-05,1935428,28729492,8
1988-08-29,1996-10-18,42658407,97850877,22
1992-07-06,2004-02-08,19374110,61119707,33
1983-11-20,1999-10-04,98813026,88927083,30
2021-01-19,2021-05-09,27900080,12938054,9
1988-06-16,2022-10-21,74851158,83977152,19
2021-05-07,2023-05-25,84675270,4402714,12
1992-10-12,1997-08-12,9388894,6545990,37
2024-07-01,2024-07-02,92908069,91361937,7
1990-01-24,2003-06-06,66751354,86975204,10
1971-04-04,1976-01-01,59998304,28372797,18
1989-01-20,2016-06-24,64230151,67266288,38
1972-12-01,2008-09-26,90478992,28563654,28
1974-08-31,2022-03-03,71980470,89216489,23
1981-11-20,2004-07-16,48777403,94060000,29
1981-09-05,2014-11-17,44915364,70120136,31
1983-08-10,1995-12-11,96583973,45124377,31
2005-10-03,2020-10-08,90039225,202141,29
2005-03-20,2019-02-17,3994118,31876283,35
1984-03-28,1985-11-19,20338344,16675283,17
2015-07-12,2017-04-18,6566580,1597829,2
2004-10-25,2018-07-18,34063745,14172994,14
1999-05-02,2001-11-07,96511203,73958362,37
1997-11-26,2022-07-14,36850917,33640219,10
2018-10-19,2021-03-15,67076133,13119929,31
1985-11-29,2007-11-06,70208956,30889420,2
1988-01-18,2004-12-24,66223894,49083837,12
1979-06-06,2017-11-07,60953328,68165686,6
1974-03-21,2007-11-26,98072397,85773541,13
2023-07-10,2023-07-13,49307004,27420570,4
2013-06-20,2020-07-07,78432651,25699128,40
1994-03-12,2015-05-31,88247839,12432011,34
2019-07-03,2020-08-13,80830940,51186521,36
2023-05-28,2023-08-09,52729711,29251610,5
2015-08-29,2018-10-09,35119164,57265753,23
2009-07-21,2013-03-11,94458512,53795579,13
1988-06-15,2020-10-17,67156494,23988003,27
1986-11-16,2002-05-09,39902422,50155435,9
1999-01-18,2011-09-02,77540688,90989626,12
1976-09-30,2017-10-02,19604981,82941319,18
2002-08-20,2014-10-07,84219366,52152460,32
1974-04-23,1985-10-17,86002515,21863584,34
2016-02-25,2024-04-09,46042226,10437847,20
1988-05-02,2014-08-16,58457114,44107784,38
2022-08-24,2024-03-19,32762805,21670494,31
2019-10-20,2020-07-08,4457437,61844208,8
1999-11-19,2013-06-19,41709886,38003366,2
1974-10-27,2011-12-09,32714274,81287417,40
2005-12-20,2016-07-10,60318583,64733657,22
1972-10-30,1980-07-24,52433859,55814580,10
1986-04-11,2016-12-20,97239851,38328756,35
1988-08-26,2004-09-01,59917109,20342334,14
1970-09-14,1977-08-02,26312329,78761526,15
2011-03-24,2020-08-02,34961441,48450553,33
2016-08-10,2022-09-14,35773307,98086714,19
1973-03-16,2003-11-10,55263004,27078966,14
2007-06-25,2023-12-18,8882544,2592538,13
1995-01-26,2015-06-11,29155508,2866699,23
2011-05-16,2014-11-17,61517568,45894307,36
2022-11-11,2023-05-30,65379716,93116877,9
1975-07-02,2005-05-28,25633360,29228225,15
2001-10-03,2016-01-29,18093234,69460801,33
1986-05-26,1998-05-23,7286389,60122476,31
2005-04-20,2018-11-14,16361117,70193854,30
1981-05-25,2016-08-16,68758205,49633794,26
2023-09-04,2024-01-10,28000304,16527053,40
2012-03-28,2015-11-14,69765896,1461938,7
2012-06-05,2022-04-10,35445893,16446223,13
1982-05-05,2019-01-09,30557234,48541032,8
2018-12-31,2020-06-02,26496016,1314953,34
1996-11-28,2021-05-22,73772713,90814808,11
2023-03-19,2024-02-12,70938386,74100917,18
1986-05-03,2016-04-14,49940265,60110661,15
1989-08-23,2005-06-04,12582461,25128290,39
2003-06-17,2013-11-05,52039955,83626904,11
1979-05-04,2012-09-26,74565960,8891114,29
1979-03-05,2014-11-24,85541103,48928654,24
1999-03-14,2017-04-12,41061854,11019392,24
2015-02-27,2019-04-10,52764929,75958202,1
1984-04-25,1986-04-20,81729296,96587332,2
1980-03-01,1984-03-10,43335550,31931386,24
1996-09-15,2018-03-15,94222838,48666415,26
1978-09-16,2002-12-29,9030132,87506044,16
2006-12-15,2018-01-13,28764586,11083164,23
1971-05-28,2000-06-24,31787922,17703311,6
1998-12-21,2000-06-23,92193269,22044316,27
1992-09-22,2019-06-16,87850370,92036558,31
2009-11-04,2010-08-12,3504874,96972399,18
2024-03-22,2024-06-19,61395569,64138808,3
2008-09-18,2012-10-19,26893883,57772321,17
2009-06-26,2023-02-14,42701324,45229199,3
1996-04-21,2011-03-23,71046656,43719284,28
2020-11-27,2023-05-29,84038811,8220058,26
2023-11-07,2024-01-06,67804571,61490755,12
2008-08-23,2016-05-24,88621582,24635717,23
1999-05-11,2014-03-19,90783225,61544091,31
2015-03-05,2018-08-09,2480996,20358318,36
2004-11-07,2014-11-10,77453193,95026984,26
2006-06-13,2022-11-13,23001186,23927042,34
1999-05-26,2019-12-20,52914737,60460902,17
1972-12-09,1993-01-16,10468960,78366222,16
2017-01-09,2017-09-30,73388524,1455172,28
2000-06-22,2010-08-07,86288711,27446057,29
2000-10-25,2013-08-05,31328338,93239963,28
2017-05-18,2021-09-07,29896456,70696095,21
2004-08-28,2016-08-13,51090308,81200350,35
1975-04-22,1998-02-07,51577309,30646130,3
2003-03-17,2012-07-01,42892006,77401072,34
2008-12-04,2012-05-15,1966579,7524017,34
2011-11-22,2017-01-15,26072721,7706573,37
1997-04-25,2011-08-27,733981,63718158,26
1991-08-27,2008-07-16,30550347,56302105,37
2013-11-10,2019-12-17,15429420,48061441,3
2003-06-13,2004-05-19,65134890,72530526,1
1978-11-15,1981-08-20,87142515,41849177,30
1986-05-02,2021-02-17,72922237,94718609,5
1995-03-03,2009-04-02,60315704,82339148,14
1971-12-31,2011-03-15,59385544,49822158,37
1982-03-10,1992-09-04,67284130,31971119,8
2000-08-08,2011-09-20,17103835,37075951,13
1993-04-28,2011-11-17,12732216,52547769,19
1994-11-20,1998-12-30,68144662,85806906,31
2014-12-25,2016-09-22,61801770,93248445,20
2001-11-13,2023-03-13,36790700,96347870,14
1989-05-16,2003-04-05,23723829,86430819,31
2013-02-08,2015-06-29,61023513,41189508,16
1994-06-20,2013-12-22,5312919,50493268,40
1996-06-09,1998-03-28,62160150,75956697,25
2023-12-01,2024-06-21,43236357,27762852,33
2012-06-27,2022-05-04,77540717,98959531,39
1987-09-22,2007-08-25,58828841,41537471,38
1973-05-09,1986-10-03,28220929,93265888,1
2007-06-11,2020-09-24,445900,41762545,9
1979-03-04,1995-11-08,66842609,81055259,15
2000-01-18,2019-06-06,69041969,60961964,23
1976-11-02,1995-06-24,98719148,57607229,8
1986-09-08,2008-08-29,10846751,44115243,29
1975-08-07,1982-09-18,35691893,25166049,26
2022-10-15,2024-03-21,43537209,62097459,37
1996-01-27,1996-03-29,21144855,28247877,7
2006-04-30,2015-06-14,99539839,15398744,15
2015-07-19,2016-05-21,59617976,8546093,27
1986-06-29,2018-12-11,56865539,1945603,20
1971-11-15,1993-05-21,7541069,79579062,24
1980-05-12,2003-05-10,60613828,7454981,14
1980-04-18,1998-10-12,28228491,70474691,2
2001-04-06,2021-10-26,4982433,88070905,33
1978-01-27,2014-12-05,58442039,53623933,21
1984-11-26,1993-08-11,65485542,6861010,26
1980-08-29,2009-02-19,3754290,3362825,29
1997-03-02,2004-06-27,19890480,32501596,13
1972-11-05,2022-03-20,26638748,48159814,25
2013-05-13,2022-10-07,17167517,89396536,11
1972-07-12,1975-03-04,91468548,64889829,20
1970-11-10,1990-08-05,23055795,62480799,40
2013-04-04,2015-03-13,24336368,16163025,13
1998-01-24,2016-06-27,78714408,86041073,20
2008-11-10,2019-09-10,25948455,85945922,23
1981-05-27,1995-10-20,36316545,80375434,30
1974-01-20,2010-07-13,97348864,86213671,24
2011-03-05,2021-10-03,71749964,35996900,25
1991-02-01,2015-09-15,70389179,24688948,38
1988-06-11,2013-02-05,88630345,87914006,19
1993-04-28,2009-05-09,96932696,90107959,24
1970-12-22,2013-12-26,10047308,18283798,17
2008-04-07,2009-09-21,69311731,65151973,28
1978-09-20,1995-12-29,59987470,44156825,18
1972-11-25,1999-05-24,63904535,91285273,22
2013-06-01,2018-08-21,26449772,23327672,40
2007-08-18,2012-03-15,80104418,16527053,29
1986-02-16,2003-07-10,34402710,27293538,16
1985-06-20,2022-05-02,72287612,24083996,24
1996-11-03,2021-03-20,7278322,21650412,9
2012-05-04,2013-12-17,8755288,43975580,22
2010-01-11,2018-08-01,28278667,71343955,9
1997-11-30,1999-08-21,92876023,21520902,16
2015-12-11,2016-05-24,65796705,88760835,1
2012-03-29,2023-01-20,87874254,3383214,11
2004-04-11,2021-11-10,95506703,76915953,11
2023-09-03,2023-10-25,79278656,66054629,18
2022-06-01,2023-11-22,99106369,34155929,1
2018-02-10,2023-06-05,43835369,18635462,32
1973-01-18,2017-06-25,12074587,75516805,13
1978-07-20,2015-05-30,47320192,28804627,16
1972-05-08,2006-09-04,29983506,56984360,31
1973-05-11,2005-11-19,62358145,65192840,10
2015-03-28,2016-03-06,80583549,40627840,25
1994-05-28,2017-12-27,23986928,91474206,17
1996-09-27,2009-03-28,54294111,66015873,22
2007-07-12,2012-01-03,58216068,82754035,1
1993-09-19,2001-03-21,11642149,41650566,39
2017-05-13,2021-09-27,19009836,88673352,6
2002-03-25,2010-02-23,26542542,24571515,2
2015-02-01,2016-03-22,21894209,83559430,1
2013-10-26,2018-09-25,49857810,58820007,3
2023-03-14,2023-04-06,94404115,29302900,1
2020-10-19,2021-04-21,40389420,21811664,6
2003-01-31,2018-03-04,41734464,47079741,18
1991-01-12,2019-10-26,25079121,90235040,2
1999-01-05,2012-02-14,85172638,94766499,3
2000-11-23,2001-03-24,60980030,92528509,7
2014-01-13,2024-04-23,60286337,10191663,4
1979-02-19,1996-05-02,13531222,31790537,37
1998-02-22,2018-06-18,24603075,6206146,20
2010-05-30,2019-02-25,74044404,4247388,38
1989-08-31,2006-12-07,43098124,3160791,2
1977-02-21,2006-10-02,88753231,43218305,32
2002-03-17,2007-05-22,43856009,90786937,21
1995-01-24,2007-09-15,87492023,23359240,28
1989-09-18,2021-03-04,57367532,58687510,27
1997-02-19,2018-04-16,18765695,87958572,26
1999-03-11,2022-06-10,88710662,48592652,28
1985-11-28,2005-11-21,43352412,41753005,12
1995-11-02,2024-03-14,71217291,13368156,29
1998-08-28,2007-05-26,49631157,97692949,30
1986-06-04,1999-06-30,14079552,6312601,30
