idTitulo,Legajo,Desde,Hasta
2088,50777401,1988-11-14,2022-01-17
72116,55675096,1978-11-03,2007-12-15
81487,72194771,2012-05-24,2015-02-14
22189,45550433,2010-05-17,2011-04-13
20014,58387411,2009-02-01,2014-07-27
97133,85019255,1988-07-26,2002-12-02
42970,90327038,2010-06-06,2019-11-01
14740,5259863,1991-08-02,1992-12-17
90908,34399724,1989-11-13,2007-04-22
9781,98882829,2011-02-08,2023-01-14
27956,30324178,2007-05-25,2011-03-17
95379,15855478,2020-02-10,2020-12-19
3329,82260654,1996-01-20,2019-01-21
65532,11991922,1990-09-13,2004-08-08
40861,78124606,1973-06-30,2002-05-28
41394,78124606,2002-01-23,2003-07-12
67378,79196626,1990-05-30,1998-11-17
2945,82526641,1979-07-22,2009-10-07
14466,80106601,1995-10-02,2013-05-18
18870,16225504,1976-05-26,2006-08-27
76577,98811269,1983-05-26,2015-06-11
85307,20580005,2009-01-19,2012-04-22
83032,36304996,1978-10-28,2006-07-25
92661,88706640,2018-08-23,2022-12-21
36531,86414056,1982-06-22,1982-06-29
87154,85053318,1980-01-15,2011-01-18
65190,3211357,1995-07-05,2012-10-08
59308,63749750,1989-02-09,1996-12-13
27972,32792608,1991-11-09,2018-02-12
18186,43645907,2011-05-06,2011-05-18
43241,2994052,1984-10-09,2005-12-26
32411,47770702,1994-09-16,2023-02-05
12314,99025903,1998-04-05,2009-06-19
77379,30890015,1979-07-08,2003-03-01
52699,35811962,2023-11-12,2024-06-27
6605,85659313,1979-06-08,2018-11-22
32070,8876665,1985-04-25,1999-03-18
93521,93090646,2015-03-21,2015-12-09
46744,21713493,1977-12-09,2023-12-27
74593,10796246,1972-09-22,2000-02-25
96851,17467106,1981-10-15,1990-11-17
65749,85422523,1991-01-16,2008-05-14
73533,12292812,1981-03-05,2000-09-08
69484,82068520,1977-10-09,1985-10-24
28193,91969366,1970-09-06,1977-09-24
92544,569762,1978-09-06,2003-04-24
17231,56369626,1971-11-05,2002-02-02
40423,72896199,2023-03-16,2023-03-26
89669,54466096,2011-02-01,2019-03-16
10139,65845237,2007-07-17,2017-03-26
21907,57222845,2001-07-13,2003-04-15
21456,58389897,1977-05-17,1998-06-16
46937,12270172,1988-11-14,2000-05-02
33110,17428,2015-04-20,2015-09-27
40806,86685050,1990-11-18,2011-11-16
602,49599775,2008-08-16,2022-12-30
2679,3632304,1986-06-12,2006-08-20
17301,6884989,2000-01-02,2001-08-18
70835,12716782,2014-05-27,2018-04-08
95063,56626583,1983-06-04,2002-03-10
25174,79918445,1970-07-18,1991-05-29
45615,96023388,1985-09-24,2013-08-26
8342,68897713,1998-01-29,2019-08-02
8107,24418114,2004-12-01,2008-01-23
30821,22487219,1992-12-14,2015-02-17
77827,52937727,1982-10-01,2006-07-31
14098,76531962,1984-09-03,2011-12-13
49401,32152500,2019-10-09,2023-04-21
96537,67159799,1985-09-22,2002-10-07
11948,5156676,1989-12-10,1993-08-24
8418,44432258,1983-11-19,2019-09-02
58178,55791222,1972-01-27,1990-02-26
51933,23992333,2015-11-10,2017-01-16
92378,44711053,2006-06-04,2022-02-19
34437,45435354,2001-07-23,2002-02-26
1684,54186812,1974-08-15,2022-03-17
23638,10817547,1978-04-10,2022-03-06
92983,30905658,1994-08-11,1994-09-20
49239,64351714,1995-06-14,2020-10-07
39736,19599550,1991-01-01,2017-07-02
81629,94976581,1992-07-05,1992-08-17
68261,53517032,2015-09-13,2018-10-20
15042,35076333,1985-08-19,2007-02-08
90059,58455737,1980-02-16,1987-09-07
32549,77676966,1980-03-04,1996-01-07
18401,71401910,2009-10-03,2023-01-20
30784,16999381,1980-10-28,2010-11-19
58629,41177853,1976-04-25,1986-12-08
52870,25706208,1999-09-26,2020-12-21
15284,68841580,1978-08-29,1995-01-07
75491,23217924,2004-04-22,2005-12-10
68927,83015013,1997-05-16,2014-11-09
54796,29632537,2018-08-24,2019-12-27
12107,48817755,2009-12-14,2022-10-31
7098,32572707,2006-03-02,2018-09-17
72982,1820536,2003-10-16,2022-05-20
86582,51476052,2016-11-18,2023-07-26
18350,37621470,2006-03-14,2018-03-01
3416,51217110,1970-04-01,2001-03-23
95434,44711053,1976-03-09,2011-03-29
90399,81486216,1974-09-18,2011-03-21
47563,96749735,1971-09-28,2016-07-06
29622,45904628,1989-07-05,2004-01-29
18452,15679955,2005-07-27,2007-11-24
90025,89661972,2004-05-01,2007-03-08
27577,28723774,2009-09-21,2015-01-23
99626,2025919,2018-05-19,2024-02-02
816,31550425,1987-06-25,1993-02-12
76422,6055327,2017-07-25,2021-03-30
38209,15081526,1981-04-15,1989-06-18
88538,45347851,2018-09-18,2020-08-29
39823,23318763,1974-02-09,1996-10-20
86656,73233552,2000-06-20,2019-02-21
56305,43200006,2020-02-06,2021-11-26
35091,52447319,2011-09-21,2021-07-01
80864,12218662,1975-03-07,2016-08-20
67046,1113205,2011-01-30,2012-12-14
15347,77703063,2015-08-12,2024-04-21
36331,37886902,1994-05-26,2014-05-04
21599,2321163,1991-11-30,2018-07-29
98184,98428034,1991-11-08,1999-11-18
6838,50671300,1991-07-28,2005-11-08
47730,96375623,2006-10-07,2020-04-14
95475,51993873,1999-03-20,2001-12-28
65054,79737059,1994-04-26,2023-06-01
94686,77639341,2007-01-22,2024-04-27
68644,25233542,2014-03-09,2016-05-07
7441,47178192,2018-05-11,2021-06-16
98165,37938564,2006-11-14,2024-03-03
60571,92169312,2014-09-01,2017-09-15
79501,34118295,2003-09-24,2019-09-14
97929,88207665,2004-03-24,2009-10-06
18056,77664371,2009-10-16,2021-03-04
2695,41057100,1972-09-29,2005-10-13
58111,35361815,1990-10-17,1999-11-04
28017,94557226,2009-06-21,2016-11-04
30377,28029411,1998-03-17,1999-02-07
87750,50077576,2000-09-11,2006-08-03
83783,30776495,2024-01-26,2024-03-22
24259,89307095,1971-05-14,2001-08-25
41624,9319424,1982-11-22,2011-12-24
60176,36056354,2018-06-11,2021-04-21
83466,88067085,1984-09-17,2010-11-18
77618,2804910,1980-09-15,2007-11-12
52005,17670594,1986-12-16,2008-06-04
62016,66945734,2003-03-05,2007-03-18
92490,23779438,2014-05-18,2019-09-11
48417,57054783,1981-09-07,1985-05-04
758,33320561,1999-04-05,2019-08-23
81468,76017000,1998-06-28,2009-09-22
45984,35534112,1993-09-07,2007-01-25
50774,67830229,2014-02-14,2021-04-12
91218,37014898,1977-04-09,2005-05-06
79562,38902047,2022-09-20,2024-04-09
53477,95307211,1978-09-13,1986-09-16
22432,71910598,2011-04-29,2021-04-24
7965,33616358,1974-10-13,1996-12-13
64161,85400179,2001-09-19,2023-02-28
7677,39137547,1998-05-05,2019-08-13
24885,91589885,2005-12-05,2013-10-10
74249,76460880,2016-06-04,2023-11-09
19388,98007697,2002-08-16,2014-06-13
65532,78452386,2010-08-26,2017-06-20
54460,67658197,2024-03-20,2024-05-17
55122,9449805,2012-03-10,2016-12-20
54116,81207860,1989-06-23,2016-05-20
40924,12514082,2023-04-25,2024-03-10
1553,70212712,2010-02-24,2020-02-18
91693,17893761,2001-07-26,2021-10-24
10165,55012053,1992-07-03,2024-03-27
33241,4329598,2004-09-19,2008-10-23
16811,87737767,2013-02-26,2023-04-14
77991,2259731,2021-10-21,2023-08-01
74183,20956174,1973-03-07,1993-06-28
85839,78452386,2001-07-18,2018-12-20
10955,26686693,1999-11-18,2002-03-07
23886,58894885,2000-03-02,2001-06-05
36227,4092294,2019-02-14,2019-03-31
32245,55531717,2021-04-19,2021-05-10
16573,69065672,1977-07-08,2015-04-10
95511,38431019,1985-03-29,2019-12-12
33625,89001638,1979-04-12,2024-05-10
8903,81827113,2016-11-01,2022-07-15
69952,26549739,1982-09-18,2000-10-05
31978,18547054,1984-11-29,2003-09-19
22041,70742638,1984-04-21,2011-01-03
80365,94653701,1986-12-26,2001-04-11
31095,42916476,1971-10-08,1974-02-26
38425,68293789,2008-03-01,2014-07-02
86910,16924389,1975-08-17,1988-06-09
29357,2573076,2013-04-09,2013-08-09
82699,57238152,1973-07-27,2019-03-24
57775,1334871,1979-07-18,2015-08-21
11413,20074653,2020-04-17,2024-06-04
7069,11890707,2019-08-14,2020-08-29
24470,73158470,1989-12-07,2018-09-14
66640,28736502,1984-09-01,1991-07-07
61492,8512549,2010-12-04,2012-03-06
6113,41265549,1990-05-14,2013-10-22
48603,81068116,2017-07-23,2018-12-15
77095,14570412,1978-03-27,1979-03-26
79613,7301726,1984-05-04,2018-07-04
52012,43541808,1974-07-21,1987-06-05
43241,64542997,1996-05-07,2002-04-28
45705,83498701,2006-09-20,2023-07-30
96678,91302362,2017-11-29,2021-09-18
89250,74016937,1970-08-28,1981-05-18
12367,19802188,1973-01-14,1976-01-28
97730,81004822,1984-01-14,2010-04-22
36096,83198125,1978-06-23,2009-08-15
50298,52310685,2000-12-10,2002-06-14
11150,23894350,2019-04-19,2021-11-08
83596,96270377,2016-07-13,2019-11-06
17983,49891312,1993-01-18,1995-12-12
25836,82747230,1984-12-18,1991-05-30
70489,23328597,1992-08-12,2010-04-04
73270,70912811,2006-09-01,2019-01-21
47393,91121971,1993-09-28,2014-05-01
43881,44048556,1985-10-16,2007-04-09
87745,98238224,2014-06-28,2020-08-22
20053,35440520,1976-07-29,1982-08-26
95868,58637886,2004-01-28,2008-03-19
72651,44785639,1992-04-30,1992-11-20
24345,15558252,2015-03-01,2019-11-16
80737,23506912,2000-07-30,2022-08-28
65669,11952257,2003-05-20,2023-09-17
12688,95548442,1984-12-16,2017-03-08
36436,67715464,1994-02-17,1996-01-15
10555,72866847,2018-10-09,2022-09-15
3894,24469906,1972-06-12,2015-01-15
66736,99782027,2001-01-22,2005-03-30
52292,61638433,1976-06-17,2011-10-10
55371,76925448,2018-10-01,2022-09-07
21586,9809088,1987-03-18,1996-02-14
7786,93955745,2018-09-08,2021-12-19
38011,94386424,1993-11-28,2015-03-18
93403,67843448,2021-04-20,2022-02-04
75621,65893323,1994-06-23,2021-10-17
51463,99409370,2000-02-08,2012-07-30
76395,42853927,2019-11-09,2021-08-16
7210,51698479,2013-08-10,2016-06-14
68998,92822187,1973-07-26,2007-10-14
20370,95744253,1985-11-20,1993-03-20
19572,9634956,2012-08-17,2015-01-15
32648,33586289,2001-08-19,2024-04-11
79260,7934996,2011-06-02,2021-11-15
72860,39540667,1998-08-04,2008-05-24
34460,96024843,2000-01-30,2005-09-20
18360,68734643,1970-05-30,2008-02-03
97752,31481637,1993-10-08,2023-07-29
30577,59189632,1977-12-22,2015-08-12
27081,66410274,1999-10-03,2015-09-03
61931,84156758,1981-03-25,2013-10-10
44971,72895337,2002-12-19,2012-09-28
53974,38826118,2022-05-12,2023-02-25
69444,64398207,1979-09-16,2022-02-23
28934,27927561,2016-10-17,2017-01-30
29185,65932183,2015-02-15,2020-03-12
48969,94274378,2002-07-07,2017-08-10
89211,59199852,1982-06-20,2010-11-16
728,89907263,1992-08-05,2007-09-18
68680,78499639,1977-03-01,2000-02-11
58016,71530937,1982-03-23,2019-09-01
40538,52264616,2017-04-09,2019-09-09
43131,7618528,1977-01-01,1985-09-21
16994,65473801,2015-03-21,2017-10-26
33390,25930310,1996-04-23,2003-09-12
8660,15430012,1995-11-28,2009-04-23
2448,67369237,2009-09-23,2015-02-15
34096,92623713,2008-11-01,2017-11-25
64194,46368291,1992-02-14,2000-07-16
43554,64050259,1992-06-26,2003-12-29
65612,41871529,2008-10-09,2021-06-18
20424,72161063,2001-08-19,2009-09-30
28210,98076919,2005-04-09,2014-07-05
19641,29030222,1987-02-28,2017-08-09
24719,3783603,1996-06-11,2004-12-20
60247,3872868,2004-03-01,2008-05-23
34315,16446223,1990-04-05,2011-04-01
32311,82202497,1986-10-26,1987-04-16
25415,46825996,1998-07-18,2020-07-13
57019,30999138,1995-07-08,2010-11-13
99301,65151973,1990-06-15,1998-11-13
19183,72417627,1993-10-23,2007-07-23
78474,6369309,2007-03-29,2024-02-08
34420,17353292,1994-09-06,2011-01-17
96709,99342301,2021-09-09,2022-01-16
90548,53967619,1982-08-29,1994-12-29
4096,66369617,1984-01-11,2017-10-25
42408,5605356,1991-02-25,2020-12-27
30562,93970658,1987-06-19,2017-01-18
69504,62302926,1977-06-17,1990-02-23
86521,69150954,1979-01-20,2010-12-13
65301,58866090,2010-04-26,2013-07-12
40445,83671831,2022-08-23,2023-02-03
96097,11011124,1988-02-28,2021-10-08
34248,44439135,2004-01-05,2009-11-03
89080,74070095,2016-10-02,2022-04-23
53492,13400631,1981-04-09,2014-11-10
20761,96527938,1970-06-21,2012-10-17
43483,48132923,1982-06-23,1993-08-30
11813,27166851,2009-12-23,2020-01-26
5494,17716177,1996-07-08,2018-03-27
96794,42928328,2019-02-19,2023-02-27
86349,87576453,2013-01-23,2013-03-08
80156,64466275,2007-03-06,2009-02-03
18343,29406895,2000-09-29,2007-02-27
20372,18047499,1994-02-05,2023-02-04
63802,43306544,2019-07-30,2021-06-19
11502,94314371,1972-01-19,1999-11-17
36168,33376936,1998-03-10,2009-04-21
11062,46762778,1980-09-16,2006-01-04
56181,15212790,2009-07-02,2018-04-14
34248,88212789,2018-11-13,2022-11-19
31761,73028181,2009-10-21,2011-02-01
21633,24683363,1989-04-27,1992-09-06
67289,66542000,1972-08-29,1978-02-18
26126,48407325,1996-05-24,1996-12-21
3905,6851370,2019-05-27,2020-09-13
33494,81336752,2011-09-13,2016-12-16
36284,50676554,2005-01-02,2017-04-10
52912,89919334,2020-11-16,2024-03-19
57918,9455552,1985-10-11,2001-07-15
93861,25550370,1978-07-15,2013-07-08
45240,4401646,2013-06-14,2014-10-01
34854,85575482,2009-10-02,2019-11-10
3543,26864858,1997-06-16,1997-06-19
56154,1321812,2006-06-28,2024-04-09
64340,93057076,1984-12-20,2015-05-16
4984,1612017,1985-05-15,2016-11-26
77462,85072241,1980-03-30,1991-05-15
42826,98310402,1996-09-25,2018-11-18
29847,56327697,2011-06-14,2021-06-27
40909,51195979,1987-02-18,1988-02-06
36205,3122246,2012-05-20,2018-01-15
61147,90235040,2012-05-19,2023-12-05
48384,22998096,1983-06-28,2007-09-30
51777,5048295,2000-04-26,2022-08-26
36098,73726804,2009-09-30,2023-07-26
46156,3457366,2008-11-19,2022-12-27
19799,48178826,2019-08-27,2020-02-10
98499,63359504,2019-02-03,2019-09-28
95434,56837865,1996-11-03,2008-12-14
47924,32861826,2011-02-04,2014-02-22
88690,451381,1975-02-18,1983-10-07
76477,41669268,1979-11-26,2008-10-23
8653,89846636,2019-06-29,2021-05-13
12986,81230758,1989-01-16,1996-05-10
63732,32920375,2009-09-06,2018-02-14
81516,25818771,2011-07-19,2015-09-11
12147,18591213,2012-08-13,2013-12-28
11160,77242131,2006-06-02,2020-04-06
22484,40648320,2016-08-29,2019-02-17
20268,12710833,2022-07-10,2023-10-12
32297,6301471,1989-03-22,2014-10-01
793,82016636,1976-01-18,1982-12-02
35996,93650304,2012-02-18,2022-11-09
82071,55471808,1996-03-23,2000-05-04
40687,59126779,2018-06-04,2018-10-08
76481,75878821,2015-08-23,2017-09-03
75890,55591618,2002-03-11,2013-10-11
91086,73233552,2013-01-03,2016-10-27
60479,41714469,2020-08-12,2020-10-26
63610,27844823,2012-12-14,2019-10-18
68422,82817783,1978-01-05,1999-07-17
70131,33791321,1999-11-28,2012-09-22
69565,32152500,2016-10-30,2021-04-25
57676,54003879,1974-05-07,1981-02-28
85299,26220108,2018-08-05,2023-07-12
77234,19692922,1970-02-25,2010-01-14
26468,56350335,1982-07-24,1988-05-02
44769,1323273,1971-01-29,2023-11-13
32952,7165584,2021-12-17,2023-11-14
61050,87214951,2001-10-27,2014-05-18
8025,30519363,1978-04-03,1995-07-01
82528,96079633,2021-12-13,2022-08-03
18935,97865316,1997-07-21,2003-04-02
40047,8759988,2010-12-12,2016-07-11
96814,48020153,1973-06-13,1983-01-17
12947,89669368,1997-05-03,2000-04-16
16656,96391935,1987-07-30,2010-05-14
95710,35500211,2014-06-18,2016-08-13
12893,70308512,2022-10-15,2023-06-04
66638,56323593,2008-05-30,2018-01-30
57649,92906342,2023-10-05,2024-02-08
70574,75498623,1971-01-24,1981-11-29
38484,97695182,1995-07-03,1997-06-08
6763,5226152,1985-02-15,1985-08-30
31998,25965032,2017-03-27,2021-03-14
53945,71379625,1998-06-12,2002-07-18
36486,69118425,2019-04-14,2023-04-23
2217,40532506,2013-01-25,2013-05-08
31744,64506464,2004-04-13,2013-05-30
38978,36265393,2018-01-20,2021-11-28
93688,52980033,2012-01-13,2020-03-15
12697,14827755,1986-04-23,2003-09-14
2013,7894280,2001-03-21,2014-07-01
32058,1565249,1979-07-18,1987-02-19
97333,40846142,2006-10-26,2019-10-17
69380,75280061,1990-11-02,1992-02-22
61549,83778608,2001-06-04,2018-09-14
69013,85286353,2008-03-29,2008-05-22
32274,6807815,2020-02-28,2024-03-06
6593,49240252,2018-03-15,2019-12-29
87362,85287721,2008-10-24,2010-12-06
48078,35047658,1978-03-27,2022-01-31
31978,88424907,2012-11-14,2013-06-30
47612,21459729,1997-04-08,2000-03-25
65296,16914158,1986-07-18,2008-06-29
54291,76142347,1975-07-24,1992-09-10
44888,65088772,1978-03-06,2008-11-27
14131,63668263,1981-08-25,1995-08-14
43059,57668561,2013-04-22,2022-06-24
58564,39334854,1971-04-24,1990-04-06
5882,13043100,1998-01-07,2010-01-02
24805,65599347,1982-10-25,1992-12-17
12946,69712477,1984-11-09,1998-07-14
68013,96585030,2011-08-24,2019-12-02
86912,48798727,2014-11-07,2017-04-14
74363,7181318,2011-06-30,2023-05-24
73275,98422913,2007-07-16,2011-04-04
58709,17312708,2020-06-05,2022-01-04
99958,62291455,2008-01-07,2017-06-18
81172,18626003,2012-02-26,2012-08-13
27135,86054604,2000-11-16,2001-01-02
2274,16839598,2009-03-03,2018-05-16
4907,43545151,2021-03-28,2023-07-09
56565,48599796,1978-03-11,2005-05-24
461,3358701,2017-12-28,2022-02-20
37051,69083891,1993-09-15,2005-01-04
10963,60253599,2024-01-11,2024-02-21
50621,18283601,2018-06-23,2020-04-30
32396,38123438,1970-12-26,2018-09-12
29839,97716719,2002-09-17,2013-05-20
60602,26790049,2006-10-12,2022-02-23
41573,42148801,2001-05-31,2013-02-13
58683,55739652,1988-07-28,2005-09-10
48589,99280290,2001-09-01,2005-10-13
79901,11040942,2004-05-30,2008-02-26
81291,36339041,2012-06-21,2018-09-07
16409,26928225,2007-10-01,2024-01-12
19250,75053421,1988-12-21,2014-06-10
62462,73581873,2002-05-07,2003-09-20
33987,67666532,1989-03-28,2010-02-26
58832,64626779,1977-05-08,1992-10-18
36533,76048811,2000-09-18,2010-04-19
93524,64775201,1984-02-03,1987-12-26
96849,7975674,2023-05-30,2024-05-06
13851,26109226,2011-09-03,2012-02-01
63237,36516154,1987-04-27,2015-06-02
36959,38595571,2008-08-17,2009-09-15
34914,59457419,1971-01-03,1991-02-04
29477,3629494,1996-04-29,2022-04-14
58110,27895537,1986-01-14,2022-05-24
33083,67552810,2015-07-31,2018-11-10
67085,86375777,1988-02-06,2016-04-02
65497,1091426,2017-09-24,2018-09-05
46645,1793248,1991-09-27,2012-02-12
96372,79464366,1993-03-17,2015-02-09
71392,25775119,2000-07-13,2014-06-06
53127,11135084,1995-06-19,2014-08-05
86533,28317615,2012-09-08,2022-07-09
86558,18892062,2014-02-07,2018-07-14
1930,33453103,2019-02-23,2022-07-03
73802,39956707,1977-12-01,2024-03-30
4264,51019591,1987-02-01,2014-06-28
58439,3830478,1986-12-20,2008-04-16
49737,30036975,2010-05-26,2015-11-13
86958,15081242,1999-12-19,2003-11-02
24346,20605087,2007-11-12,2016-07-05
37491,47039807,2017-05-05,2021-12-25
50928,72747958,1982-02-28,2007-01-06
64474,18959976,1983-09-04,2021-10-29
91511,32756614,1988-10-22,1999-06-15
75835,26225485,2007-07-05,2009-03-17
32777,65883512,2008-06-06,2009-05-12
22024,64774239,1980-04-02,1986-12-06
62360,5713988,2015-03-29,2017-08-17
43815,41753386,1990-08-17,2011-05-12
18624,32026980,1970-04-13,2021-11-24
33410,23581934,2020-12-07,2022-07-27
74391,80637787,2005-01-29,2010-05-24
45673,47835591,2012-12-05,2024-02-02
62259,6526829,2008-01-01,2011-06-28
87261,79002203,1990-09-25,2001-10-19
80878,89006944,1985-08-13,1991-03-26
67213,99549322,2013-01-22,2021-10-01
91992,32365823,1980-09-20,2008-04-21
31495,61114931,1975-02-14,2019-07-16
22868,99109585,2024-04-15,2024-04-22
2552,42920887,1982-08-22,1991-12-16
4788,76894247,1999-09-08,2015-12-23
39339,50262330,2011-04-13,2020-03-18
36829,74820952,2021-02-22,2022-07-10
45378,86029540,2005-12-07,2021-02-24
23418,56610823,1995-07-04,2018-06-24
79000,60289117,1992-03-27,2017-05-14
84411,97296589,2023-04-26,2023-08-18
17888,82512539,2007-10-16,2009-07-04
97281,74631679,1995-04-15,2020-03-17
79097,41036879,2005-11-26,2006-11-17
18358,72064096,1991-12-15,2018-11-12
21653,63230424,1996-12-24,2011-07-11
48417,17093783,2013-10-25,2022-01-22
76070,72763785,2019-09-06,2019-09-10
31198,95199635,2001-02-21,2012-01-08
95582,48601472,1998-09-24,1998-12-01
20396,23871656,1975-10-04,1992-12-21
12667,44602257,1972-07-03,2016-07-08
6810,43760782,2014-03-07,2015-09-14
15201,85087010,2022-08-16,2024-01-29
22024,27438387,1979-07-19,1989-06-09
48323,12413658,1976-10-29,2024-01-12
21529,17434061,1982-10-30,2006-04-24
98632,98313968,1979-08-12,1992-07-17
40019,22521854,2007-08-28,2013-07-05
52254,79156024,2020-07-22,2021-08-12
55520,78972702,2009-10-13,2017-04-17
46161,1525484,1971-04-18,1999-03-17
8795,73509041,2016-05-01,2017-01-28
97353,68783512,1979-09-28,2012-12-21
86332,92380486,1991-10-29,2011-09-15
75844,71409387,1975-06-30,1982-07-09
31668,21836318,2016-03-12,2019-04-16
3336,48485344,1979-11-15,2016-03-19
53419,74971802,1982-10-13,2008-10-13
45947,14034131,1979-03-05,1997-11-19
61792,87321974,1992-02-01,2011-09-10
81516,91723871,2013-08-14,2024-06-16
17773,49834830,1991-05-11,2024-01-18
25460,20836144,1971-03-27,1985-07-26
34461,62256434,1987-05-06,2005-01-11
48684,97267856,1989-06-20,2017-03-21
56899,36475153,1996-08-09,2001-03-06
20638,2938131,1984-08-17,1988-05-09
2297,26414311,1982-05-10,1989-01-26
36333,37810204,2021-06-29,2022-09-12
93540,46005253,2005-12-08,2008-04-14
11230,71713699,2022-01-19,2022-10-25
71903,39779292,1979-04-03,1992-06-07
77579,82873760,1987-04-03,1987-09-03
57375,14766066,1974-02-21,1975-08-28
48838,15652236,1990-04-18,1994-06-17
44427,70689736,2017-04-15,2017-12-22
49776,33852910,2019-12-16,2024-05-07
9930,66436545,1986-03-20,2004-07-25
60687,73072932,2019-08-05,2020-08-26
11956,8032378,2017-01-05,2020-06-02
649,38774581,1984-05-17,2016-07-11
43386,25685645,1996-12-31,2018-05-15
33931,98830388,2002-01-21,2003-05-10
19140,57265753,1986-11-29,1996-01-03
30236,37327751,2012-04-06,2019-01-04
50377,28318010,1996-09-10,2003-09-11
25021,87538223,1970-12-09,1982-02-27
36956,25951517,1993-06-25,1993-09-29
45285,18010923,2010-06-09,2014-09-03
9418,65840680,1996-05-24,2009-01-17
96678,480743,1996-05-17,2015-04-07
33823,18613227,1979-12-31,2009-11-14
74048,77670542,2001-11-09,2016-10-06
27828,84771000,1978-05-09,2004-07-07
25256,83657220,1986-09-24,2003-05-04
19933,3470412,1981-08-10,1993-03-22
13124,92900605,1981-12-08,1982-09-09
44907,2983307,2023-03-05,2023-10-21
93342,165700,2015-11-01,2024-04-08
79600,59985158,2019-09-18,2021-01-09
192,56084990,1971-04-11,1981-01-11
63423,51663689,1979-05-09,1995-08-24
10202,49474794,2003-08-16,2007-09-22
67975,11204761,2002-10-30,2004-09-30
62561,33074814,1996-08-30,2000-01-27
96715,30276304,2002-06-05,2010-06-30
82596,73919561,1985-12-02,1987-10-29
3553,56458125,1983-11-01,1998-06-24
81056,62067493,2017-02-20,2020-10-03
42798,22758843,1993-08-13,2016-03-22
70019,36906391,2013-05-18,2014-01-31
17828,2844901,1977-01-30,2014-02-12
27452,82100877,1977-08-28,2012-12-29
32778,93751617,2019-03-03,2023-09-02
1316,91476599,1977-08-08,1990-05-05
84247,51658790,2006-08-19,2019-05-12
4499,44155271,2000-12-18,2010-05-23
16053,2565386,1993-09-26,2011-11-05
73742,30887279,1994-07-30,2012-08-11
91992,38249348,2003-01-09,2011-08-31
69385,94915248,1983-04-18,1987-10-14
79014,78824687,1997-09-20,2020-10-05
29802,24589413,1986-03-02,2008-01-19
21653,54794328,1981-11-10,2011-08-27
97361,13980448,2018-09-27,2020-08-09
88289,42593259,1984-05-07,2020-10-18
92076,21934646,2015-10-15,2016-04-11
86820,89267572,1993-02-11,2022-05-08
15568,99308579,1984-09-03,1991-08-03
57756,33038325,1982-08-12,1989-01-19
41549,42108679,1993-03-01,2014-05-09
98532,76875000,2000-04-01,2006-11-30
97928,47323557,2000-08-10,2009-09-04
71851,41753386,2000-09-22,2020-07-25
73685,95289000,2009-07-17,2013-12-30
61928,91631476,2018-12-13,2023-08-01
83464,78167281,1971-07-11,1973-07-16
25460,38108101,1990-12-08,2006-12-17
56299,45173366,2002-06-14,2019-01-25
41133,12812558,2005-09-01,2020-06-11
15990,87578221,2013-09-19,2015-01-13
52454,19905708,1975-01-03,2021-10-23
86703,18383027,1972-01-22,2005-02-28
71270,55927420,2001-01-04,2022-06-17
32275,56217912,2007-01-09,2009-03-28
66005,71932224,2003-02-28,2009-07-02
81206,84008988,1994-09-15,2002-03-25
48797,8571153,2019-12-18,2023-09-24
31055,63828814,2018-01-21,2022-11-21
6976,12350614,2003-11-20,2021-11-18
49484,85675245,1993-11-22,2016-11-27
34368,72493866,1985-05-23,2001-05-23
37461,56189950,1989-02-05,2014-05-27
13914,23019417,1974-03-28,1988-10-27
31759,26095801,2019-05-08,2022-11-10
77633,34296462,1980-03-08,2011-06-13
38441,25565806,1999-10-09,2019-03-24
42244,63489705,1987-07-16,1997-09-29
4785,25653103,1988-07-14,2008-06-14
96325,75947947,2013-05-04,2017-01-12
27201,9412155,1981-09-28,2004-12-21
10200,62528618,2009-08-24,2019-07-26
84617,82394828,1985-04-09,2005-02-26
62410,12580941,1985-10-26,2014-04-21
26820,58640968,2010-03-20,2023-04-21
52737,46016614,1974-01-23,2020-04-15
22330,698427,2021-06-13,2023-08-30
9079,9074431,2018-02-08,2023-07-20
49835,38336468,2019-09-29,2021-03-20
59399,47539579,2009-05-05,2012-05-08
89020,29947207,1971-11-08,2018-05-13
39081,83601035,1972-03-21,2018-05-17
85438,7663123,1983-10-05,1997-07-10
22892,33681175,2023-07-29,2023-10-12
5801,68763236,2023-02-19,2023-05-09
56152,22205885,1999-07-07,2003-01-23
67085,70168967,1985-04-22,2012-09-05
49930,93602869,2021-06-19,2024-05-18
45245,29024366,1992-04-30,2017-03-10
71079,60122476,2002-12-31,2016-07-29
69802,32851386,2021-01-01,2021-12-26
92451,91389169,1976-09-07,2005-03-25
36891,95410078,2004-07-25,2018-10-23
8030,18591537,1986-03-06,2018-09-23
50859,67353963,2011-01-11,2021-01-30
9812,63345745,1975-01-05,1983-06-12
27479,1995603,2021-08-08,2023-05-25
99066,82552042,2018-04-03,2018-11-01
27685,63823985,1996-09-30,2003-04-18
54345,3786507,2003-03-10,2010-12-14
91365,32157572,1970-03-18,1986-06-01
47017,91784041,2007-02-18,2010-06-06
29622,49917945,1993-10-01,2009-09-15
66858,77273338,1991-02-04,2021-07-18
60844,89656041,1973-04-19,1995-10-18
19657,86500074,1978-08-07,1981-08-27
49889,42549870,1975-05-23,1980-09-24
6304,34599818,2001-05-21,2010-01-11
