idtitulo,nivel,nombre
72626,school,simply
57020,power,near
85564,his,never
18384,material,religious
59742,career,hard
23589,want,debate
68763,style,science
81276,local,point
92637,local,box
21456,truth,arrive
32150,tough,our
22150,each,line
26091,your,west
79041,smile,after
66454,police,worker
84948,worker,election
84279,land,end
94263,clear,laugh
30157,key,somebody
1212,ago,opportunity
62318,PM,part
7618,agree,reach
87171,commercial,hour
4657,fund,father
40047,dog,field
57988,until,want
65067,individual,film
83132,table,government
26775,father,knowledge
20629,writer,while
49202,indeed,wide
54157,vote,for
8491,herself,smile
5911,themselves,dinner
70775,candidate,step
4850,everything,save
21649,base,free
46907,can,along
33629,price,animal
65580,conference,about
37676,against,degree
42279,administration,several
36568,strong,trip
96048,measure,such
92544,compare,book
6997,current,sort
79701,police,billion
38796,visit,later
22643,subject,you
45508,write,cause
79639,inside,tell
59950,world,stock
43821,between,box
88234,college,protect
29654,else,former
43119,public,technology
48133,speak,leave
23594,bit,control
93938,community,mind
37247,try,hair
76845,certainly,worry
34779,mind,thing
52271,reality,win
38767,white,say
5727,nor,size
41225,his,seek
4435,choice,goal
17091,rise,reflect
55820,another,success
7725,discussion,place
25552,record,race
784,population,six
61477,officer,give
20739,education,production
4584,recent,enjoy
41924,pick,to
14661,control,draw
82387,would,five
51313,charge,stage
3960,international,Mrs
25389,cover,Republican
88607,green,no
81413,well,identify
50724,cell,job
9401,heavy,throughout
27114,total,human
99026,newspaper,plant
40867,well,nothing
52360,heavy,from
45540,reveal,difficult
80921,ever,drop
46047,hold,contain
82146,mind,true
28217,far,make
65511,sister,two
79888,realize,employee
90243,politics,remain
59572,simple,area
34946,fly,fish
1182,enter,door
31484,like,design
67884,board,vote
74010,many,bring
34898,fine,example
58996,series,sign
6715,while,voice
40283,fine,quality
32080,probably,number
9961,they,white
83689,should,garden
71254,laugh,sister
34630,and,question
65560,address,you
45245,activity,item
83255,property,card
93922,feel,apply
43783,game,ball
3126,debate,old
18935,couple,sit
12092,parent,charge
84245,lawyer,hear
42445,book,whom
78211,ball,heavy
36972,heart,through
80910,old,wind
26119,over,development
98879,box,management
75784,then,finish
81316,possible,determine
94224,medical,a
70696,establish,purpose
32107,finally,hospital
59368,prevent,attention
13484,someone,wall
53890,discover,police
12217,west,check
20998,cost,step
98184,though,expect
33134,education,chair
74841,already,employee
99693,meet,more
58887,allow,administration
66833,because,operation
11622,paper,important
3002,film,book
62493,ability,send
30708,television,sister
99732,require,vote
84756,what,culture
50810,data,say
72625,long,push
85557,film,around
9898,specific,property
93146,section,win
62465,process,resource
59217,group,work
47474,road,tough
58402,allow,capital
95944,minute,skill
63569,machine,sense
29725,animal,remember
79863,just,catch
75041,performance,society
32592,stop,head
81329,head,play
42857,marriage,resource
81520,ever,amount
95015,minute,half
41038,should,their
29380,task,available
77464,movement,every
13898,cup,imagine
18469,add,already
92442,find,by
99569,campaign,yard
22041,budget,bar
51642,program,debate
49813,lay,partner
66187,relationship,see
10579,support,world
36335,ago,either
87118,give,recognize
66991,face,fire
16019,discuss,simply
71713,find,relationship
12762,sister,discuss
73838,design,owner
14736,trip,provide
72006,through,keep
19388,able,bring
15087,garden,among
43863,employee,kind
60335,us,into
82876,consider,produce
2622,once,citizen
34096,south,still
92455,rule,bit
86592,interesting,partner
21804,different,make
4405,record,raise
82523,when,grow
5835,care,direction
11291,training,rich
67741,sister,must
18178,can,reach
73513,agreement,outside
7082,view,item
48300,full,east
94551,development,actually
52101,evidence,resource
51002,current,now
21279,force,public
87313,role,prepare
65332,dream,television
56376,goal,finally
42196,more,even
63029,consumer,fire
57872,go,campaign
57019,too,affect
37051,beyond,dream
73450,message,them
96464,election,production
63953,member,join
14363,office,machine
80078,successful,building
76894,second,guy
28747,market,American
9341,final,nearly
32169,chance,however
52142,near,wish
93498,including,partner
15654,consumer,foot
22023,east,though
476,single,her
54139,smile,also
32247,chair,art
4741,smile,office
49048,they,owner
61680,type,throw
54442,involve,themselves
97001,strategy,bar
13923,reach,really
53700,other,along
63220,miss,degree
2654,also,responsibility
92305,expect,sound
72205,thousand,despite
30044,road,window
64032,rule,white
15803,agency,contain
66642,trouble,music
8446,both,can
4775,free,walk
59762,find,none
79119,born,deal
78318,his,ground
14697,federal,pay
34456,make,hair
94809,wait,the
23080,technology,present
19587,operation,role
95797,good,fall
66550,least,can
82878,people,talk
20367,from,dream
40717,huge,various
27459,bar,put
37697,author,identify
74655,single,end
66127,likely,when
66625,record,animal
75329,should,I
71764,carry,perform
82092,trial,past
34378,floor,accept
58191,bill,too
68147,for,some
52445,how,subject
90421,others,order
27060,skin,she
19780,prove,for
91261,well,case
55027,customer,a
44815,check,tell
84960,score,piece
46144,blood,open
87886,think,plan
62314,similar,rule
92564,might,citizen
4164,nature,bag
10555,purpose,in
49998,body,stand
2692,thank,executive
44625,buy,red
99189,letter,idea
94695,whom,manager
99096,those,person
70110,particular,light
94517,wait,fall
1824,week,wall
98779,nearly,nearly
66449,technology,consider
47645,role,both
4471,country,under
16690,develop,specific
28177,center,support
61445,buy,guy
23514,again,sit
86392,detail,machine
59074,at,relationship
16557,Mrs,member
20121,project,everyone
61615,evidence,reduce
19229,consider,other
60312,try,human
32536,ten,think
47837,easy,newspaper
14328,receive,hand
13430,night,employee
81414,cultural,including
97156,interest,long
65766,second,yard
30332,health,positive
10594,herself,which
71505,machine,skill
73906,large,attorney
27596,TV,establish
84700,fast,wear
11183,choose,past
35930,miss,high
83049,back,manager
31849,onto,product
8270,let,set
85755,get,in
7016,others,industry
42778,kitchen,bill
35241,seek,personal
42362,act,better
25157,tonight,miss
34523,maintain,walk
97526,western,hotel
53988,form,send
36188,method,federal
16481,right,town
79511,bill,use
32765,phone,life
84103,about,seat
73157,left,must
74566,administration,Mrs
26791,least,interest
91234,set,financial
97608,letter,agreement
95028,everybody,such
11105,cut,decision
19330,outside,likely
3927,with,door
5532,form,rock
19475,maybe,detail
37562,certain,teach
61411,magazine,single
8836,laugh,size
50994,force,agree
60134,morning,back
33673,past,south
69758,individual,far
39984,certain,forward
75845,can,popular
34180,major,police
20627,them,recognize
390,charge,fine
89910,as,performance
50732,smile,company
89233,term,name
34446,develop,professor
44578,under,third
85287,test,father
51207,inside,degree
6606,after,civil
34308,prevent,kind
96776,model,admit
84012,might,resource
11376,type,begin
61265,claim,market
97389,small,talk
8025,leader,technology
96041,number,analysis
13339,campaign,read
85525,some,eight
38301,thus,interview
70988,build,matter
11665,yard,go
46305,reality,reflect
56721,behind,site
2560,country,reason
14774,institution,fine
94782,more,answer
43973,just,let
16005,important,suddenly
6095,administration,play
55072,billion,interview
13329,pressure,area
15884,city,exactly
35359,across,bad
15542,alone,ever
38761,them,method
29949,camera,goal
14330,talk,actually
47692,pick,dinner
49397,again,need
83955,positive,police
61562,pick,expert
97188,yet,business
29368,speech,despite
58008,defense,fine
9730,pull,avoid
95485,will,study
48502,recent,draw
91458,begin,trial
84026,scientist,benefit
45722,respond,find
33879,former,long
9112,effort,newspaper
68509,agent,itself
71771,camera,mind
59645,prevent,family
93916,story,popular
71817,standard,value
24342,performance,officer
15968,program,how
44237,subject,reach
17194,control,water
19941,position,current
85679,dinner,Republican
1148,away,address
55865,role,travel
62360,six,upon
86498,view,own
78851,maybe,different
46444,rich,commercial
87357,goal,according
20293,wonder,garden
21357,sport,easy
6240,her,send
75390,indicate,collection
21591,stage,take
14105,security,admit
45504,paper,sing
37952,such,serve
34113,suffer,tree
56866,these,event
47284,decision,whether
1319,detail,improve
57806,product,safe
73666,in,develop
20888,senior,movie
39991,ten,clearly
64098,analysis,oil
63019,somebody,someone
17175,remember,hair
98747,tell,so
6869,I,wonder
42756,ok,share
17821,child,TV
49412,common,range
19367,final,board
12675,among,four
17388,individual,them
39384,trip,fast
68088,store,should
5525,teacher,dog
60218,clear,important
12116,whatever,effect
46422,stay,threat
89096,sea,change
26456,others,everyone
45352,so,simple
76891,seem,forward
51418,card,actually
24511,contain,professional
18108,necessary,street
33832,chair,nor
64753,produce,item
71062,western,page
97183,morning,degree
74292,tell,give
69818,mind,several
64473,worker,real
56020,major,for
14526,available,democratic
64949,performance,letter
27229,fine,remember
27395,cut,ball
37122,sense,word
11155,chair,know
79023,red,build
21573,quickly,audience
77341,away,medical
89511,almost,analysis
15191,measure,better
73319,describe,white
46758,market,admit
41756,animal,father
70617,challenge,probably
78943,while,remain
1536,full,heart
4357,anyone,material
73626,career,candidate
72262,down,front
39647,child,as
64259,street,send
56942,interest,learn
86656,heart,court
20333,community,red
24794,suddenly,though
58053,become,evidence
60294,find,various
86605,PM,experience
29418,dinner,everybody
44531,growth,glass
62275,floor,old
50017,inside,lawyer
30263,fly,condition
50278,another,specific
58667,indeed,enjoy
29366,relationship,work
49145,charge,official
25546,great,decision
8126,evidence,special
65676,group,question
79335,adult,language
31626,away,population
43934,somebody,blue
40940,explain,peace
68480,better,find
81683,two,model
73066,hospital,make
82590,experience,door
40346,bit,place
67376,image,trip
41976,people,these
61875,article,nearly
4195,than,after
83156,easy,nation
46654,it,color
19493,traditional,perform
37075,particularly,until
33908,control,these
55198,return,career
58511,owner,painting
39850,industry,office
72945,blood,form
39792,could,cause
67716,be,beautiful
22705,drop,institution
96859,realize,think
4753,where,difference
79692,education,capital
22378,hope,law
91235,cover,attorney
826,light,how
20053,increase,modern
65532,information,southern
99531,former,drop
39545,early,difference
38133,majority,such
78463,girl,hot
73424,detail,easy
90537,quickly,friend
86076,right,trip
38324,Mrs,summer
58168,avoid,television
64331,religious,actually
18652,area,beyond
72511,beat,open
10096,follow,peace
64128,seem,manager
1707,parent,specific
22633,million,poor
11336,with,best
93610,yard,though
94071,management,along
49469,nice,economy
94647,direction,husband
14212,cover,raise
26004,successful,ok
58254,throughout,nation
68438,well,interest
45853,model,identify
20139,wait,likely
7769,tend,turn
25039,network,around
30988,early,pretty
61019,middle,adult
31520,sound,kitchen
25454,ball,great
72154,out,local
48942,kind,receive
12380,program,run
39265,performance,or
19908,save,exist
95093,I,social
28808,trial,only
70819,generation,bed
90212,sort,task
12900,call,impact
36176,mission,either
34807,seek,today
85006,into,respond
58947,your,job
69791,marriage,war
47508,thus,policy
55765,later,college
60178,else,ten
75200,deal,message
59717,son,entire
35076,food,view
89018,occur,charge
23828,accept,single
81186,own,cut
26453,author,push
43645,charge,with
36829,human,method
43815,enter,scene
5475,face,soldier
61760,raise,throughout
68195,scientist,matter
98520,better,PM
98077,condition,follow
8742,lose,them
68422,fear,raise
45240,until,deal
33866,rule,specific
47864,nothing,recognize
68143,able,citizen
88920,seat,cover
21089,painting,although
94252,watch,avoid
88134,eye,nothing
48317,nation,expect
61401,near,reason
31301,single,base
81157,cost,than
18383,particular,western
10403,professional,your
7044,best,hit
6625,cultural,safe
34941,four,between
71426,son,health
55863,anyone,car
94944,ten,specific
95508,will,vote
95631,spring,not
69988,him,leave
7976,a,raise
50183,Democrat,why
99417,reach,want
41624,relate,sometimes
93285,like,beautiful
32072,mother,home
87887,week,major
65684,to,majority
35893,future,degree
69456,law,end
72036,until,participant
6130,sometimes,century
80177,sure,never
88462,because,recent
19872,moment,decision
76157,according,within
52424,line,ask
58656,list,hope
65973,significant,cost
76383,machine,ago
86399,view,player
26907,put,able
1418,try,consider
61801,side,wait
12525,true,them
38008,different,TV
48962,project,know
1105,response,through
54707,catch,exactly
35879,voice,action
97488,under,let
7912,thank,heart
11119,matter,attention
82894,stop,cover
92844,nothing,forward
71464,avoid,college
31776,consider,material
19487,arrive,marriage
64589,consumer,than
46877,relate,attention
64934,music,defense
6464,reduce,at
15373,long,when
4523,week,gun
18625,its,enter
66228,up,laugh
84328,leader,grow
81179,both,face
65452,religious,board
49211,contain,through
18063,election,but
68261,start,check
32701,room,particularly
50494,where,large
15547,heart,road
29090,you,high
98820,city,from
66914,detail,sure
60755,leave,generation
74049,boy,international
78455,spend,loss
87779,school,cup
54383,bed,ok
29997,left,the
94277,result,shake
52579,never,appear
32321,line,daughter
79252,south,let
4890,people,local
26147,into,house
67442,or,student
6439,use,establish
73270,reach,center
96541,option,determine
29620,work,long
71395,soon,area
71645,specific,lose
62398,newspaper,free
19684,debate,reveal
55477,line,image
25092,lose,near
47523,peace,official
92023,sort,its
39752,interview,defense
11813,loss,rate
57753,artist,might
31506,evidence,onto
87428,somebody,attack
82995,also,color
4544,true,hit
62475,left,fight
70586,office,stuff
32058,right,use
4443,building,dinner
75244,sing,reflect
8161,ahead,in
48901,important,wish
10794,authority,project
56539,I,live
65151,institution,operation
36031,south,executive
23192,fall,west
19787,federal,both
49070,if,decade
58641,short,boy
94134,institution,election
17646,blood,prevent
31027,media,tend
76745,yeah,perform
54544,activity,wife
11945,improve,begin
84271,expect,yourself
81516,fast,western
14950,adult,group
41380,lead,cover
38822,wish,western
69498,east,institution
84411,likely,various
51364,hotel,modern
49526,fight,even
82464,size,rather
24271,special,art
58325,head,add
87233,quality,store
5436,happy,nearly
34877,hand,body
59625,may,blood
53486,media,someone
68415,focus,town
84773,develop,effort
23241,throw,support
8645,eye,education
5705,over,federal
38142,even,store
81827,arrive,ability
97410,later,new
99757,week,bring
46937,scene,actually
8113,fish,guess
96709,allow,seem
76971,audience,side
4519,discover,already
9580,political,modern
42970,stock,born
81380,stock,yeah
32394,camera,economy
56537,you,significant
15965,none,environment
40512,cell,role
46251,away,personal
94091,woman,money
83881,put,different
49345,whom,such
38655,should,hospital
41999,role,finish
32396,occur,natural
21399,plan,improve
82190,dark,health
96316,nor,next
14597,ago,describe
32718,should,hit
79359,toward,too
72911,operation,front
47403,lawyer,director
88892,fact,ball
1296,movement,tree
96515,say,cultural
71329,result,bar
901,play,cell
62926,administration,hit
83747,well,crime
8188,him,at
71259,game,attention
17993,similar,I
96825,get,deal
73925,movie,address
3417,just,whose
77628,should,country
32076,improve,computer
46286,use,nature
50444,dinner,fill
54132,ground,goal
30067,increase,hospital
6120,newspaper,marriage
43907,part,race
14,north,peace
99790,blue,art
22944,law,moment
1912,nearly,move
75618,save,star
67382,machine,least
29615,generation,how
56742,fund,game
2388,quite,challenge
77027,wish,perform
33380,provide,carry
32204,want,number
88091,nor,eat
55899,ready,Congress
14643,push,listen
11281,speak,against
36953,edge,media
31787,kid,call
13330,research,manager
16745,smile,situation
22361,inside,hold
90908,long,your
29781,force,language
10201,high,once
55430,least,half
90250,break,school
66882,issue,partner
55970,mouth,film
73803,see,spring
77128,kid,avoid
5912,here,manage
23144,program,gas
2778,cultural,both
27882,single,age
42208,parent,woman
27806,compare,reach
43125,list,stay
46106,both,away
45937,country,middle
8318,rate,participant
9356,thing,former
58377,life,modern
41884,front,look
7256,election,value
19332,shoulder,same
76667,successful,safe
63676,picture,pull
26955,result,shake
27208,receive,high
10140,let,car
15201,ability,nothing
99962,dream,somebody
53185,price,truth
23866,forward,any
9024,interest,country
40542,attorney,fine
10970,party,reason
58551,before,charge
32510,business,huge
95741,explain,side
66731,music,member
61568,address,wear
47549,best,might
69106,score,feeling
73441,work,subject
95967,example,sit
9766,couple,computer
63237,voice,activity
99635,town,build
14189,type,somebody
59117,late,decide
75316,lot,thing
77799,people,however
76966,education,close
22059,finally,job
52758,teacher,general
12281,party,third
41672,their,may
29556,exist,specific
58395,surface,current
47540,system,note
49569,ever,year
15022,key,out
20659,cost,power
91695,responsibility,their
21371,provide,campaign
39840,leave,week
14016,forward,easy
17392,above,our
89847,up,pay
88761,edge,task
11735,will,response
82808,against,rest
84697,hear,behavior
32180,whom,exactly
25255,management,summer
62378,claim,social
96665,market,significant
68313,nor,make
80354,hotel,term
63807,general,knowledge
27135,once,easy
4001,report,health
92527,minute,space
83267,at,brother
5622,body,likely
95235,draw,minute
97417,face,seem
26268,moment,once
77535,people,machine
40224,down,act
46968,campaign,modern
65022,sense,lead
92979,generation,lose
72772,financial,rather
90680,sort,dinner
10704,while,light
81303,southern,both
23789,today,vote
7462,few,myself
68285,hear,probably
2945,seek,chance
54890,final,there
78275,structure,wear
79598,language,collection
91878,choice,crime
44864,back,court
67690,keep,light
87465,inside,change
50377,action,guy
66152,there,father
40499,oil,forward
61344,true,need
88312,now,reason
62818,stop,project
54723,civil,wear
80047,catch,ball
93481,base,product
35149,every,energy
83208,feel,whom
85782,lay,pull
22576,raise,light
49690,other,while
55100,finally,community
17025,determine,attention
44715,house,method
5607,indicate,teach
70739,coach,economic
24835,as,nor
11755,free,international
60349,recognize,summer
50173,general,allow
53621,parent,enter
9289,likely,actually
11635,return,prove
74552,exactly,student
92004,daughter,often
73010,general,city
86843,explain,toward
44972,both,save
7650,easy,than
27464,state,do
96212,democratic,firm
36012,example,movie
5920,goal,husband
82445,hair,break
81210,writer,contain
89819,city,party
68786,traditional,loss
3741,near,weight
11929,return,number
95081,police,prepare
68175,share,physical
70668,risk,operation
70591,range,goal
31523,beyond,thing
44956,onto,feeling
74011,easy,computer
69172,source,want
12723,early,them
17764,material,arrive
72574,home,up
84204,born,break
96125,baby,right
70684,sing,management
12806,low,see
23393,suggest,spend
27418,state,stay
75011,member,dark
9837,these,challenge
24442,personal,herself
78330,concern,agree
27227,eight,cultural
46895,suffer,behavior
23531,kitchen,painting
74593,owner,it
51606,poor,follow
48871,popular,rather
47103,stuff,car
62680,enjoy,join
88435,agreement,throw
58334,view,those
39543,position,would
54624,who,clear
35648,war,woman
19318,then,seek
74041,stage,without
43421,put,government
24781,those,action
46322,attention,research
57990,check,turn
87624,job,site
35338,about,heart
46558,fund,nothing
98937,than,foreign
62138,tough,he
79942,case,movement
6979,good,result
17395,clearly,trial
28316,week,note
64682,minute,where
42064,fine,sea
22926,foreign,range
8030,task,but
97822,education,technology
81929,here,less
51993,source,structure
70705,west,song
25754,dark,decision
25465,really,want
52400,watch,current
26842,enter,official
5270,since,second
17951,current,hundred
54253,many,person
77261,left,amount
71421,produce,art
61985,a,change
98063,cover,safe
65820,factor,east
91780,long,example
75338,environmental,tend
37433,car,instead
37574,bag,mention
22914,use,him
9428,modern,face
92752,not,candidate
22135,spring,nor
55941,special,head
24688,third,keep
84190,song,minute
88511,follow,international
82674,investment,program
74180,prove,decision
57118,man,lose
66332,possible,he
41308,once,most
15796,black,huge
30709,become,nearly
97576,case,president
97083,tax,add
42186,old,popular
1837,decide,actually
45205,central,staff
44156,across,mother
9501,should,it
65633,alone,actually
8514,agent,before
36825,bar,entire
8599,window,him
59898,fact,hour
37234,room,deep
4131,Mrs,significant
79960,under,name
49216,article,analysis
17995,moment,start
3331,brother,who
51050,stop,blood
9812,might,several
17308,new,I
33796,relate,style
23625,decision,property
72893,stuff,along
66437,who,through
79338,care,save
47654,recognize,head
64393,or,firm
39925,where,development
38452,describe,example
61303,those,through
88450,do,animal
79385,read,try
56852,great,total
66159,arrive,pick
57686,she,draw
14706,blood,drug
56470,rate,hair
98550,drug,know
72614,technology,activity
82499,however,drug
54575,building,north
66549,avoid,before
679,image,on
94687,common,yard
68331,every,require
63392,help,take
41676,sometimes,yet
40789,development,recognize
7207,rate,send
80363,develop,west
14776,artist,that
11047,television,thank
69873,experience,outside
27671,line,force
12697,owner,poor
23645,purpose,religious
47690,job,PM
69263,reflect,Mrs
8763,dream,even
15568,soldier,arrive
46447,able,popular
30606,figure,true
37171,leader,same
99508,join,board
33000,author,carry
11977,factor,participant
37045,physical,reflect
48421,wide,could
96437,change,anyone
3542,there,bad
22858,with,see
36267,student,history
80226,board,remember
24783,perhaps,change
15447,my,something
6381,box,candidate
4955,site,usually
30857,effect,down
52946,past,civil
15740,realize,can
2839,feel,yes
93759,particular,arrive
63724,glass,program
69018,radio,group
42983,whom,inside
48572,hair,game
61034,herself,project
6104,continue,particular
81371,people,data
18225,standard,give
77545,player,model
96738,which,purpose
55122,participant,establish
94508,cell,over
26944,throw,reveal
91629,dog,similar
86828,service,suddenly
23385,trade,most
46752,other,make
72622,subject,final
42961,world,because
84114,north,everyone
92203,art,garden
36956,attorney,full
41261,score,training
27034,bed,garden
70069,account,among
65946,poor,catch
36785,identify,certainly
83738,heart,large
66558,member,team
13876,fish,reduce
22878,purpose,effect
49705,home,participant
2136,painting,business
41739,project,most
88689,response,leader
1408,mother,project
8937,loss,lay
17705,edge,loss
11411,travel,support
95702,his,recent
28221,poor,idea
78297,popular,machine
72988,relationship,who
79073,democratic,could
85336,soldier,page
60704,maybe,fast
57484,write,politics
73026,issue,visit
84943,herself,claim
36146,speech,these
60961,season,alone
70260,western,program
8542,model,sport
33527,anything,language
81602,ready,teacher
86703,officer,responsibility
93472,dog,draw
3209,get,we
90531,writer,me
7137,administration,design
14327,per,old
75518,only,certain
88418,such,particularly
94218,hit,choice
38674,reality,hour
70335,image,partner
31353,poor,happen
92341,indicate,this
76266,example,environmental
72260,name,everything
93061,old,join
22652,find,the
72484,stock,hundred
51808,have,identify
58992,firm,night
89080,bag,education
25278,note,find
47024,set,picture
83787,whether,current
62931,tax,itself
96792,popular,tough
57130,society,point
64890,must,realize
86518,step,those
62580,difficult,current
19909,ask,oil
60807,mouth,significant
37431,house,author
12339,institution,must
16167,scene,position
91113,tough,officer
8157,that,forward
5139,financial,have
34787,however,reality
38702,situation,red
28038,science,future
36203,green,chance
58114,red,win
49132,eye,institution
29847,week,tend
89369,cold,old
83669,five,stage
93715,think,party
54949,want,Republican
29613,tax,country
34829,seven,camera
60533,issue,allow
61626,third,trip
99891,smile,worry
97842,office,which
7128,contain,high
66784,impact,bring
1875,major,position
56476,without,mention
78372,avoid,development
1598,family,night
16457,his,together
23621,kitchen,generation
95710,sea,everything
30682,way,artist
85733,expect,able
51640,court,civil
32325,fly,customer
81798,left,become
23043,himself,blood
57121,pass,feeling
16804,campaign,first
41834,word,yeah
11854,tree,improve
38622,son,against
28559,civil,find
27823,nation,upon
56658,girl,develop
95794,stop,machine
58161,fire,scene
72982,view,north
75219,medical,me
72073,year,foot
68827,opportunity,message
11931,follow,generation
45846,defense,buy
60064,speech,market
79660,pattern,along
74644,treatment,agreement
99761,for,collection
43241,bring,another
77338,else,might
58237,born,bed
58439,Democrat,also
80388,treatment,side
12580,whatever,manager
42487,play,few
10110,particularly,wish
64879,group,market
59952,however,record
5373,else,factor
34148,true,property
46072,local,as
79460,pattern,crime
99515,pick,onto
31683,whose,difference
56861,away,night
62965,north,see
64555,easy,represent
59748,recent,bring
98195,better,network
75890,learn,tree
91486,activity,lot
26007,heavy,into
86558,have,tax
59931,suffer,eight
33083,successful,apply
13918,happy,strategy
8458,because,hard
53217,once,ten
61238,how,media
51804,parent,bar
39552,one,laugh
63529,short,lead
94522,enough,seem
36155,if,life
64335,character,high
41880,public,determine
62291,purpose,age
53249,player,feeling
92285,enjoy,beat
72437,purpose,create
48598,expect,evidence
36205,security,similar
64869,TV,continue
98838,fly,everyone
34281,decade,hot
98877,people,put
82607,fine,group
48194,fire,language
64856,above,program
22869,music,accept
48277,experience,bill
51369,add,television
63169,poor,thing
76366,agent,while
52028,picture,east
98348,series,forward
93692,suddenly,street
858,our,you
57649,why,against
70560,edge,nation
52112,early,move
17252,plan,upon
45647,what,me
64347,imagine,pretty
49904,difference,often
88917,body,international
57836,various,PM
33395,senior,thing
40522,everybody,somebody
16103,who,reduce
3850,else,wear
48345,open,fly
96554,newspaper,over
16480,still,in
67771,entire,situation
91910,successful,hard
15267,certainly,despite
64252,despite,thought
75500,long,prevent
54446,huge,that
90921,word,appear
87748,these,today
56142,with,capital
94880,well,just
97542,live,edge
3619,wish,art
49605,animal,main
31848,reflect,control
63764,certain,outside
50090,develop,sit
82996,think,eat
1634,article,receive
37025,might,while
20305,natural,different
97353,although,several
2824,ready,project
22005,yard,factor
43027,heavy,his
226,audience,allow
69102,race,hospital
25464,turn,yeah
9947,or,movement
40859,challenge,resource
41935,day,actually
13207,west,act
88899,dark,accept
97350,available,perform
24231,size,painting
71141,notice,reality
31808,itself,stock
72427,matter,box
85902,message,animal
86127,keep,class
1270,beat,staff
91606,together,together
10690,lot,small
83561,wonder,certainly
48603,tend,attention
78837,common,pressure
19477,store,see
85307,system,trial
19664,collection,wife
17166,save,first
77157,develop,might
9941,benefit,five
18626,American,general
25332,security,social
30884,lot,simple
78650,could,section
31745,throughout,force
75948,sea,amount
2673,affect,since
15706,war,resource
7357,may,put
34264,best,table
74860,guy,cup
85839,enjoy,dream
1144,happen,will
67797,good,level
23492,pattern,hand
42954,stay,us
25547,product,tonight
91740,style,shake
49597,somebody,car
44334,how,market
18991,interest,wide
6198,trouble,top
70239,truth,situation
58848,pay,particularly
23422,activity,bed
51917,four,by
63617,five,dinner
62348,more,billion
47225,poor,floor
76593,leg,body
94604,customer,show
29943,hour,majority
44286,onto,simply
50002,choice,whom
23301,blood,talk
12876,oil,prove
71014,anything,suggest
89361,war,he
76860,similar,especially
22551,would,history
98661,series,top
66307,pattern,now
18855,star,though
53206,have,market
48814,field,instead
55058,four,worry
4038,forget,manage
88509,form,road
3125,girl,social
59409,rule,total
20496,need,character
5507,as,certain
94266,manage,above
28633,language,friend
1492,majority,wait
58174,middle,lay
36385,show,free
45778,we,center
56044,buy,lead
26851,director,growth
96904,civil,once
44727,under,part
49233,between,probably
30283,difference,brother
96689,sign,get
53220,great,base
88175,item,from
48030,type,fire
36409,north,these
18235,after,itself
80179,sometimes,start
82822,rate,goal
94167,employee,soldier
21486,fund,perform
74649,present,whole
57817,house,imagine
22721,under,another
10328,bed,read
99675,ask,statement
61451,away,system
75093,economy,move
49152,majority,know
46665,management,policy
4872,window,view
16811,hand,tough
16704,star,commercial
59397,senior,technology
34498,change,trip
37840,machine,teacher
35299,bag,really
10244,mention,yourself
55298,structure,admit
45361,heart,final
51076,cover,beyond
20777,there,put
90912,care,southern
28948,career,other
7765,prove,pattern
66699,ever,start
50238,fight,family
61244,home,alone
90618,none,nothing
79747,officer,individual
84534,start,enough
62521,crime,eight
23286,message,general
64285,store,parent
90926,vote,watch
74481,both,state
94238,he,church
50466,identify,site
80772,population,institution
23939,interesting,consumer
16265,third,without
8330,benefit,ability
17582,understand,million
61193,kitchen,face
52518,tax,suggest
78765,me,sometimes
83334,crime,American
23359,impact,moment
13159,despite,west
76464,simply,fire
70333,represent,number
32528,want,control
91881,project,idea
44886,president,our
41498,hot,prove
90059,consider,trade
80211,security,which
12591,hit,environmental
85961,crime,lay
3740,impact,wear
82657,economy,however
41679,watch,gun
66900,certainly,then
85209,quality,his
77121,arrive,money
18252,plan,once
27524,indeed,hit
15500,move,indicate
42711,same,myself
50026,minute,yes
67085,if,light
4242,short,skill
87667,boy,party
12002,miss,put
14764,create,compare
47418,purpose,general
65935,data,education
29010,mention,really
44552,threat,sing
37463,alone,others
90282,commercial,way
17,measure,military
45295,group,alone
78075,speak,brother
16696,always,work
22192,trade,available
618,require,hear
37347,hold,story
70815,couple,collection
33245,then,office
5981,voice,argue
19950,step,middle
2267,attention,commercial
47730,southern,new
82481,by,chair
85962,room,wife
27310,pass,there
66358,material,response
68297,age,himself
97231,magazine,however
6032,however,party
12280,all,grow
59308,capital,reveal
83112,result,special
19025,material,open
21913,dog,expert
11315,miss,college
1349,top,quite
80137,security,during
98223,consumer,while
29432,across,physical
613,million,experience
86859,chair,single
40439,help,could
44268,prove,although
77452,blue,specific
84819,effort,control
75032,there,security
66721,trip,beautiful
43438,forget,number
5650,member,lawyer
96886,media,list
58810,occur,hospital
86757,support,way
10284,student,full
86974,recently,capital
6797,pick,newspaper
14285,present,employee
44918,off,hit
34049,camera,difference
32209,the,type
12523,deal,laugh
95378,describe,teacher
73802,product,security
51426,would,attorney
68067,cover,mean
2206,sound,effect
17934,within,fire
71267,foreign,image
93947,pass,mean
32817,sort,happen
79176,rule,culture
60730,call,yourself
13678,appear,success
69333,west,cover
23181,role,window
56690,nation,rich
20413,show,catch
3168,avoid,challenge
42457,college,list
5683,measure,remember
30644,pull,whether
36557,expect,book
91754,group,either
39898,officer,crime
